"GAMEPLAY_Pve_Travel_Reverse"	"Reise"
"ERROR_GAIJIN_GENERIC_ERROR"	"Gaijin.net-Fehler."
"ERROR_GAIJIN_REFUND_KICKED"	"Dein Konto wurde deaktiviert, da du '$bundle_name$' rückerstatten lassen hast. Bitte wende dich an den $url href=\"https://support.gaijin.net/hc/en-us/categories/200612042-CROSSOUT\" text=\"Kundendienst\"$"
"ERROR_GAMEDATA_ERROR"	"Fehler in den Spieldateien."
"ERROR_GARAGE_SLOT_LEVIATHAN_EXPECTED"	"In diesen Platz können nur Leviathan-Blaupausen geladen werden."
"ERROR_GARAGE_SLOT_NO_LEVIATHAN_EXPECTED"	"Leviathan-Blaupausen können nicht in diesen Platz geladen werden."
"ERROR_GENERIC"	"Unbekannter Fehler."
"ERROR_GENERIC_NOT_FOUND"	"Netzwerkverbindung unterbrochen. Bitte erneut versuchen."
"ERROR_HTTP_ERROR_WITH_META"	"Verbosity-Fehler."
"ERROR_HTTP_UNKNOWN"	"Unerwarteter HTTP-Fehler."
"ERROR_INSUFFICIENT_CONSUMABLE"	"Unzureichende Verbrauchsgüter."
"ERROR_INSUFFICIENT_MONEY"	"Unzureichende Coins. Verkaufe Beute oder hergestellte Bauteile auf dem Markt um Coins zu verdienen.|Alternativ kannst du sie im Shop kaufen."
"ERROR_INSUFFICIENT_MONEY_PS4"	"Unzureichende Coins. Verkaufe Beute oder hergestellte Bauteile auf dem Markt um Coins zu verdienen.|Alternativ kannst du sie im PlayStation®Store kaufen."
"ERROR_INSUFFICIENT_MONEY_XBONE"	"Unzureichende Coins. Verkaufe Beute oder hergestellte Bauteile auf dem Markt um Coins zu verdienen.|Alternativ kannst du sie im Xbox Store kaufen."
"ERROR_INSUFFICIENT_REPAIR_KIT"	"Unzureichende Reparaturkits."
"ERROR_INSUFFICIENT_RESOURCES"	"Unzureichende Ressourcen. Erwerbe Ressourcen auf dem Markt oder erhalte sie durch die Teilnahme an Gefechten."
"ERROR_INSUFFICIENT_STAMINA"	"Unzureichendes Benzin für den Start eines Raids. Kaufe Benzin auf dem Markt oder erspiele es im PvP-Modus."
"ERROR_INVALID_CAR_DESIGN"	"Ungültige Blaupause."
"ERROR_INVALID_FINGERPRINT"	"Zugriff aufgrund abweichender PC-Konfiguration verweigert. Bitte $url href=\"https://support.gaijin.net/hc/en-us/categories/200612042-CROSSOUT\" text=\"kontaktiere den Kundendienst\"$"
"ERROR_INVALID_FUNCTION"	"Ungültiger Funktionsname."
"ERROR_INVALID_GARAGE_SLOT"	"Ungültiger Garagenplatz."
"ERROR_INVALID_PARAMS"	"Ungültige Parameter."
"ERROR_INVALID_TOKEN_PROVIDED"	"Ungültiges Token."
"ERROR_INVENTORY_FULL"	"Das Inventar ist voll."
"ERROR_INVENTORY_NOT_ENOUGH_ITEMS"	"Unzureichende Gegenstände."
"ERROR_INVENTORY_NO_SUCH_ITEM"	"Dieser Gegenstand existiert nicht."
"ERROR_INVENTORY_UNIQUE_ITEM"	"Du kannst nur einen Gegenstand dieser Art besitzen."
"ERROR_ITEM_NON_SALVAGEABLE"	"Dieses Objekt kann nicht zerlegt werden."
"ERROR_ITEM_NOT_FUSEABLE"	"Bauteil kann nicht verbessert werden."
"ERROR_ITEM_NOT_FUSIBLE"	"Dieses Bauteil kann nicht verbessert werden."
"ERROR_KICKED"	"Du wurdest blockiert."
"ERROR_LB_NOT_AVAILABLE"	"Wertung nicht verfügbar."
"ERROR_LEVIATHAN_ALREADY_ACTIVE"	"Der Leviathan des Spielers ist bereits aktiv."
"ERROR_LEVIATHAN_LOCKED"	"Ein aktiver Leviathan kann nicht bearbeitet werden."
"ERROR_LEVIATHAN_MIN_PLAYER_LEVEL"	"Du benötigst ein höheres Level, um diesen Modus spielen zu können."
"ERROR_LEVIATHAN_NOT_ACTIVE"	"Der Leviathan des Spielers ist inaktiv."
"ERROR_LEVIATHAN_SERVICE_UNAVAILABLE"	"Leviathane sindgegenwärtig nicht verfügbar."
"ERROR_LEVIATHAN_WRONG_STATE"	"Ungültiger Zustand des Leviathans."
"ERROR_LOBBY_ALREADY_INVITED"	"Spieler wurde bereits eingeladen."
"ERROR_LOBBY_ALREADY_MEMBER"	"Spieler befindet sich bereits in der Lobby."
"ERROR_LOBBY_CANT_CREATE"	"Lobbyerstellung fehlgeschlagen."
"ERROR_LOBBY_DIFFICULTY_NOT_AVAILIABLE"	"Schwierigkeitseinstellung nicht verfügbar."
"ERROR_LOBBY_GAMEMODE_NOT_AVAILABLE"	"Dieser Spielmodus ist nicht verfügbar."
"ERROR_LOBBY_MAP_NOT_AVAILABLE"	"Diese Karte ist nicht verfügbar."
"ERROR_LOBBY_NOT_AVAILIABLE_FOR_MODE"	"Einstellung für gewählten Spielmodus nicht verfügbar."
"ERROR_LOBBY_USER_NOT_FOUND"	"Benutzer nicht gefunden."
"ERROR_LTOKEN_ALREADY_HAS_LEADER"	"Service Leader existiert bereits."
"ERROR_LTOKEN_LEADERSHIP_LOST"	"Service hat Leadership verloren."
"ERROR_LTOKEN_NO_LEADER_FOUND"	"Service Leader existiert nicht."
"ERROR_MALICIOUS_KICKED"	"Du wurdest wegen unangebrachten Verhaltens entfernt."
"ERROR_MISSION_NOT_SCHEDULED"	"Die gewählte Mission ist momentan nicht verfügbar."
"ERROR_MISSION_NOT_SELECTED"	"Die Auswahl einer Mission ist erforderlich."
"ERROR_MISSION_REQUIRE_GEAR_LEVEL"	"Unuzreichende Power Score für die ausgewählte Mission."
"ERROR_MISSION_REQUIRE_LEVEL"	"Diese Mission erfordert ein bestimmtes Level."
"ERROR_MISSION_REQUIRE_MISSION"	"Erfordert die Erfüllung der vorausgehenden Mission."
"Error_MISSION_REQUIRE_MONEY_BET"	"Unzureichende Ressourcen für eine Wette."
"ERROR_MISSION_REQUIRE_PERK"	"Diese Mission erfordert ein bestimmtes Gebäude."
"ERROR_MM_ALREADY_IN_GAME"	"Der Spieler ist bereits im Spiel."
"ERROR_MM_ALREADY_IN_QUEUE"	"Der Spieler befindet sich bereits in der Warteschlange."
"ERROR_MM_CANT_RESERVE_SLOTS"	"Plätze können nicht reserviert werden."
"ERROR_MM_CARDESIGN_CHECK"	"Das Ändern des Fahrzeugs oder seiner Bauteile ist nach dem Einreihen in die Warteschlange verboten."
"ERROR_MM_CLAN_WARS_EXACT_PLAYERS"	"4 Spieler pro Team notwendig."
"ERROR_MM_CLAN_WARS_SAME_CLAN"	"Die Spieler müssen dem selben Clan angehören."
"ERROR_MM_FAILED_ADD_IN_QUEUE"	"Einreihen in die Warteschlange fehlgeschlagen."
"ERROR_MM_INVALID_ACTION"	"Ungültige Aktion."
"ERROR_MM_INVALID_USER"	"Ungültiger Nutzer."
"ERROR_MM_LADDER_SEASON_OUTDATED"	"Wertungen aktualisiert. Bitte erneut in die Warteschlange einreihen."
"ERROR_MM_MAINTENANCE_ACTIVE"	"Die Server werden momentan Wartungsarbeiten unterzogen."
"ERROR_MM_MISSION_CHECK"	"Missions-Validierungsfehler."
"ERROR_MM_NOT_IN_QUEUE"	"Spieler ist nicht in der Warteschlange."
"ERROR_MM_NO_DSFARMS_AVAILABLE"	"Keine DS-Farms verfügbar."
"ERROR_MM_NO_SERVERS_FOR_REGION"	"Keine verfügbaren Server in der ausgewählten Region."
"ERROR_MM_PARTY_CONFLICTED_QUEUES"	"Die Mitglieder der Gruppe befinden sich in unterschiedlichen Warteschlangen."
"ERROR_MM_PARTY_TO_FFA"	"Dieser Mission kann sich nicht in einer Gruppe angeschlossen werden."
"ERROR_MM_ROTATION_CHANGED"	"Die Missionsrotation hat sich geändert."
"ERROR_MM_TOO_FEW_PLAYERS"	"Unzureichende Spieler in der Warteschlange."
"ERROR_MM_TOO_MANY_PLAYERS"	"Zu viele Spieler in der Warteschlange."
"ERROR_MM_UNAVAILABLE"	"Matchmaking ist gegenwärtig nicht verfügbar."
"ERROR_MM_USER_CLAN_CHANGED"	"Der Clan eines Spielers hat sich geändert."
"ERROR_NETWORK"	"Verbindung zu den Crossout-Servern fehlgeschlagen. Bitte später erneut versuchen oder den Kundendienst kontaktieren."
"ERROR_NICKNAME_INVALID"	"Unzulässiger Name"
"ERROR_NICKNAME_TAKEN"	"Dieser Nickname ist bereits vergeben."
"ERROR_NOT_LOGGED_IN"	"Du musst dich erst autorisieren."
"ERROR_NO_CAR_DESIGN"	"Diese Blaupause existiert nicht."
"ERROR_NO_QUEST_REPICK_TODAY"	"Heute können keine Missionen mehr gewechselt werden."
"ERROR_NO_SUCH_QUEST"	"Quest nicht gefunden."
"ERROR_OK"	"Absolut keine Fehler aufgetreten!"
"ERROR_OPERATION_CANCELLED"	"Operation abgebrochen."
"ERROR_PARSE_ERROR"	"Parsing-Fehler bei Anfrage."
"ERROR_PARTY_ALREADY_MEMBER"	"Der Spieler befindet sich bereits in der Gruppe."
"ERROR_PARTY_CANT_INVITE_SELF"	"Du kannst dich nicht in deine eigene Gruppe einladen."
"ERROR_PARTY_FULL"	"Diese Gruppe ist bereits voll."
"ERROR_PARTY_INVALID_STATE"	"Dem Gefecht kann sich nicht als Gruppe angeschlossen werden, da ein Spieler deine Einladung nicht angenommen hat."
"ERROR_PARTY_MISSION_FORBIDDEN"	"Diese Mission ist nicht verfügbar."
"ERROR_PARTY_NOT_INVITED"	"Der Spieler wurde nicht in die Gruppe eingeladen."
"ERROR_PARTY_NOT_LEADER"	"Der Spieler ist nicht Anführer der Gruppe."
"ERROR_PARTY_NOT_MEMBER"	"Der Spieler ist nicht in der Gruppe."
"ERROR_PARTY_PLAYER_OFFLINE"	"Dieser Spieler ist offline."
"ERROR_PARTY_SOMEONE_LEAVE"	"Ein Spieler hat die Gruppe verlassen."
"ERROR_PARTY_VALIDATION_ERROR"	"Die Gruppe konnte sich nicht der Warteschlange anschließen."
"ERROR_PENDING"	"Asynchrone Operation läuft."
"ERROR_PERK_CONFLICT_OTHER_PERK"	"Kann nicht bauen.||Du musst $exclude_perk$ abreißen, da es den Bau blockiert."
"ERROR_PERK_INALIENABLE"	"Das Hauptgebäude des Basislagers kann nicht entfernt werden."
"ERROR_PERK_INUSE_CRAFTSMAN"	"Das Gebäude kann nicht abgerissen werden, da es gerade von einem Craftsman genutzt wird.||Du musst den Craftsman erst entlassen."
"ERROR_PERK_INUSE_TRADE"	"Kann Gebäude nicht abreißen, da davon bereitgestellte Handelsplätze genutzt werden.|Entferne zuerst einige der Verkaufsaufträge."
"ERROR_PERK_INUSE_WORKPLACE"	"Dieses Gebäude kann nicht abgerissen werden, da es als Werkstatt genutzt wird."
"ERROR_PERK_MAX_GRADE"	"Gebäude @ff00ff00$perk_name$$restore$ ist bereits auf maximaler Stufe."
"ERROR_PERK_NO_GRADE"	"Kann ein Gebäude, das noch nicht gebaut wurde, nicht abreißen."
"ERROR_PERK_NO_POINTS"	"Unzureichende Bevölkerungspunkte des Basislagers für den Bau.||Erhöhe dein Level in Gefechten, um weitere Menschen anzulocken."
"ERROR_PERK_OTHER_REQUIRE"	"Kann @ff00ff00$perk_name$$restore$ nicht abreißen, da es für die fehlerfreie Funktion von @ffff0000$next_perk$$restore$ erforderlich ist.||Du musst @ffff0000$next_perk$$restore$ zuerst abreißen."
"ERROR_PERK_REQUIRE_MORE_UNLOCKED_PERK"	"Du benötigst mehr Gebäude."
"ERROR_PERK_REQUIRE_OTHER_PERK"	"Das Gebäude @ff00ff00$perk_name$$restore$ erfordert den Bau von $require_perk$$require_perk_lvl$.||Baue zuerst $require_perk$$require_perk_lvl$."
"ERROR_PLACED_INTO_LOGIN_QUEUE"	"Du wurdest in die Login-Warteschlange gesetzt."
"ERROR_PLAYER_OFFLINE"	"Der Spieler ist offline."
"ERROR_PROMISE_BROKEN"	"Eine oder mehrere interne, asynchrone Operationen wurden nicht abgeschlossen."
"ERROR_PROMO_ACCOUNT_REQUIRE"	"Dieses Feature ist nur für Promo-Konten verfügbar."
"ERROR_PROTO_DISCONNECTED"	"(Error 17) Zeitüberschreitung der Anfrage an den Server. Bitte versuchen Sie es später erneut."
"ERROR_PROTO_INVALID_RESPONSE"	"Ungültige oder unerwartete Protokollantwort."
"ERROR_PROTO_OBJ_REGISTRY_ERROR"	"Objekt-Registrierungsfehler."
"ERROR_PROTO_PEER_DUP"	"Proto-Peer dupliziert."
"ERROR_PROTO_RESPONSE_NOT_WANTED"	"Protokollantwort war unerwartet."
"ERROR_PROTO_VERSION_MISMATCH"	"Proto-Version stimmt nicht überein."
"ERROR_PSN_NOT_AUTORIZED"	"Verbindung zum PlayStation™Network nicht möglich."
"ERROR_PSN_PARENTAL_UGC_RESTRICTION"	"Aufgrund deiner Konto-Einstellungen ist der Zugriff auf von Benutzern erstellte Inhalte eingeschränkt."
"ERROR_PSN_REQUIRE_SIGN_IN"	"Du musst dich im PlayStation™Network anmelden."
"Error_PSN_SIGN_OUT"	"Du wurdest aus deinem PlayStation™Network Profil ausgeloggt und zum Hauptbildschirm zurückgeleitet."
"ERROR_PSN_TOO_MUCH_REQUESTS"	"Verbindung zum PlayStation™Network nicht möglich. Bitte überprüfe deine Netzwerkverbindung und probiere es erneut."
"ERROR_PSN_UNKNOWN_ERROR"	"Verbindung zum PlayStation™Network nicht möglich. Bitte überprüfe deine Netzwerkverbindung und probiere es erneut."
"ERROR_RAFT_CHANGE_FAILED"	"Raft fehlgeschlagen."
"ERROR_RAFT_NOT_READY"	"Raft nicht bereit."
"ERROR_REQUIRE_GREATER_USER_LEVEL"	"Erfordert eine Reputation von 10 in der «Engineers»-Fraktion. Reputation kann in Gefechten errungen werden."
"ERROR_RESOURCE_OVERCAP"	"Die Ressourcenkapazität wurde überschritten."
"ERROR_SEASONAL_GAMEDATA_IS_BROKEN"	"Saisondatenfehler."
"ERROR_SEASONAL_SEASON_NOT_COMPLETED"	"Saison ist nicht abgeschlossen."
"ERROR_SEASONAL_WRONG_ACTIVE_CHAIN"	"Ungültige Missionssequenz."
"ERROR_SEASONAL_WRONG_ACTIVE_SEASON"	"Ungültige aktive Saison."
"ERROR_SERVER_AT_MAINTENANCE"	"Der Server wird gerade gewartet."
"ERROR_SERVER_INTERNAL"	"Interner Serverfehler."
"ERROR_SERVER_SHUTDOWN"	"Die Spielserver sind offline."
"ERROR_SERVER_STARTING_UP"	"Die Aktivierung der Spielserver ist noch nicht abgeschlossen."
"ERROR_SERVER_UNAVAILABLE"	"Der Server antwortet nicht. Bitte versuche, dich erneut zu verbinden oder hinterlasse einen Fehlerbericht im Forum."
"ERROR_SERVER_UNAVAILABLE_PS4"	"Server antwortet nicht. Bitte probiere es später erneut."
"ERROR_SO_LOADING_ERROR"	"Fehler beim Laden dieses Server-Objekts."
"ERROR_SO_NOT_FOUND"	"Dieses Server-Objekt wurde nicht gefunden oder existiert nicht."
"ERROR_SO_REGISTRY_NOT_LEADER"	"Objekt-Registrierungsfehler: Ungültiger Leader"
"ERROR_SO_REGISTRY_NOT_OWNER"	"Objekt-Registrierungsfehler: Du bist jetzt der Besitzer."
"ERROR_SO_REGISTRY_NOT_READY"	"Objekt-Registrierungsfehler: Registrierung nicht bereit."
"ERROR_STEAM_API"	"Steam-API Fehler."
"ERROR_STEAM_ATTACH_OR_CREATE"	"Du musst dieses Steam-Profil mit einem bestehenden Profil im Spiel verknüpfen oder ein neues Profil erstellen."
"ERROR_STEAM_FORBIDDEN"	"Steam-Authentifizierungsfehler."
"ERROR_STEAM_NOT_LOGGED_IN"	"Nicht mit Steam verbunden."
"ERROR_STEAM_PRIVATE_PROFILE"	"Dieses Steam-Profil ist privat."
"ERROR_STEAM_REFUND_KICKED"	"Dein Konto wurde deaktiviert, da du einen Gegenstand rückerstatten lassen hast ($url href=\"$store_link$\" text=\"$bundle$\"$). Bitte wende dich an den Kundendienst."
"ERROR_TIMEOUT"	"Verbindung zu den Crossout-Servern fehlgeschlagen. Bitte später erneut versuchen oder den Kundendienst kontaktieren."
"ERROR_UNIMPLEMENTED"	"Verübergehend nicht verfügbar."
"ERROR_UNKNOWN"	"Unbekannter Fehler."
"ERROR_VERSION_MISMATCH"	"Client-Version entspricht nicht der Server-Version."
"ERROR_WRONG_BLUEPRINT_IDX"	"Ungültiger UserBlueprint-Index."
"ERROR_WRONG_BUNDLE"	"Ungültiger Paketname."
"ERROR_WRONG_CURRENCY"	"Konnte mit der gewählten Währung keinen Kauf tätigen."
"ERROR_XBOX_CANNOT_JOIN_LOBBY_BY_INVITATION"	"Beitritt fehlgeschlagen. Sitzung ist voll oder existiert nicht mehr."
"ERROR_XBOX_CANNOT_JOIN_LOBBY_SESSION"	"Beitritt zur Lobby fehlgeschlagen."
"ERROR_XBOX_LIVE_MULTIPLAYER_RESTRICTION"	"Aufgrund deiner Konto-Einstellungen kannst du nicht am Online-Mehrspielermodus über Xbox Live teilnehmen."
"ERROR_XBOX_LIVE_SERVERS_DIDNT_RESPOND"	"Verbindung zu den Xbox Live Diensten fehlgeschlagen."
"ERROR_XBOX_LIVE_UGC_RESTRICTION"	"Aufgrund deiner Konto-Einstellungen ist der Zugriff auf von Benutzern erstellte Inhalte über Xbox Live eingeschränkt."
"ERROR_XBOX_LIVE_UNKNOWN_ERROR"	"Unbekannter Fehler bei der Verbindung zu den Xbox Live Diensten."
"ERROR_XBOX_ONE_ACTIVE_PLAYER_LOST_GAMEPAD"	"Bitte das Gameplad neu anschließen."
"ERROR_XBOX_ONE_EXIT_PROFILE"	"Du hast dich aus deinem Profil abgemeldet. Melde dich zum Spielen mit deinem Profil an."
"EXPBONUS_TITLE"	"Reputationsbonus:"
"EXPBONUS_TOOLTIP"	"Mit dem Anbringen von Dekoelementen erhöhst du deinen Reputationsgewinn im Gefecht."
"GARAGE_CAMERA_AND_CAR_RESET"	"Bist du sicher, dass du das Fahrzeug in der Garage zentrieren möchtest?"
"GARAGE_ERROR_ENGINE_LIMIT"	"Montagefehler."
"GARAGE_ERROR_ENGINE_LIMIT_TIP"	"Je Fahrzeug ist nur ein zusätzlicher Motor zulässig."
"GARAGE_ERROR_GENERATOR_LIMIT"	"Mounting-Fehler."
"GARAGE_ERROR_GENERATOR_LIMIT_TIP"	"Pro Fahrzeug kann nur ein Generator installiert werden."
"GARAGE_ERROR_REQUIRE_LVL"	"Dein Level ist zu niedrig."
"GARAGE_ERROR_REQUIRE_LVL_TIP"	"Erfordert eine Reputation von $lvl$ mit der Fraktion $faction$"
"GARAGE_ERROR_WEAPON_BARREL_COLLISION"	"Waffenläufe kollidieren"
"GARAGE_ERROR_WEAPON_BARREL_COLLISION_TIP"	"Das Bauteil kann hier nicht befestigt werden. Wähle eine andere Stelle."
"GARAGE_PREVIEW_ITEM_REQUIRE_LEVEL"	"Unuzreichende Reputation für ein oder mehrere Bauteile:"
"GARAGE_PREVIEW_ITEM_REQUIRE_LEVEL_ITEM"	"Bauteil $item_name$ erfordert Stufe $level$ mit der Fraktion $faction_name$"
"GARAGE_PREVIEW_NO_CABIN"	"Für die Testfahrt ist eine Fahrerkabine nötig."
"MARKET_EMPTY_BLUEPRINT"	"Du versuchst, eine Blaupause ohne Bauteile zu verkaufen.||Blaupausen müssen alle Bauteile beinhalten, die zur Funktion des Fahrzeugs notwendig sind."
"MARKET_NO_CAR"	"Du versuchst ein Fahrzeug ohne Fahrerkabine zu verkaufen.||Das Fahrzeug benötigt eine Fahrerkabine."
"PARTY_QUIT_DESC"	"Der Anführer der Gruppe ist zur Garage zurückgekehrt. Du befindest dich nun wieder in deiner Garage."
"PARTY_QUIT_HEADER"	"Der Anführer "
"RECONNECTION_DISCONNECT"	"Verlassen."
"RECONNECTION_TEXT"	"Verbindung fehlgeschlagen. Bitte versuche, dich erneut zu verbinden."
"RECONNECTION_TITLE"	"Verbindungsfehler."
"XBOX_LIVE_MULTIPLAYER_RESTRICTION"	"Deine Mehrspieler-Privilegien wurden gesperrt."
"XBOX_LIVE_UGC_RESTRICTION"	"Benutzerdefinierte Inhalte wurden gesperrt."
"BLUEPRINT_EXHIBITION"	"Teilen"
"BLUEPRINT_EXHIBITION_SEND_SUCCESS"	"Deine Blaupause wurde zur Gallerie hochgeladen!"
"BLUEPRINT_EXHIBITION_WARNING"	"Möchtest du diese Blaupause wirklich in der Gallerie zur Schau stellen?"
"BLUEPRINT_SAVE_MSG"	"Benenne deine Blaupause:"
"BLUEPRINT_SAVE_TITLE"	"Blaupause speichern"
"BLUEPRINT_SUBTITLE"	"Hier werden deine eigenen Blaupausen und die deiner Fraktion gespeichert"
"BLUEPRINT_WND_DESC"	"Hier kannst du deine Blaupausen anschauen und ausprobieren und in der Gallerie zur Schau stellen."
"EXHIBITION_AUTHOR"	"Autor: $name$"
"EXHIBITION_BATTLELOCK_TOOLTIP"	"Fahrzeug kann nicht an Gefechten teilnehmen."
"EXHIBITION_DOWNLOADS"	"Downloads"
"EXHIBITION_DOWNLOAD_SUCCESS"	"Du hast die Blaupause '$name$' gespeichert und kannst sie nun unter deinen eigenen Blaupausen finden."
"EXHIBITION_FILTER_RESET"	"Zurücksetzen"
"EXHIBITION_LIKES"	"Daumen hoch"
"EXHIBITION_MENU_BAN_EX_OWNER"	"Zugriff einschränken"
"EXHIBITION_MENU_REMOVE"	"Entfernen"
"EXHIBITION_MENU_RENAME"	"Umbenennen"
"EXHIBITION_OWNED_BLUEPRINT"	"Deine Blaupause"
"EXHIBITION_PREVIEW"	"Testfahrt"
"EXHIBITION_REFRESH"	"Aktualisieren"
"EXHIBITION_REMOVE_WARNING"	"Möchtest du diese Blaupause wirklich aus der Gallerie entfernen?"
"EXHIBITION_RENAME_TEXT"	"Blaupause in der Gallerie umbenennen."
"EXHIBITION_SEARCH"	"Suche"
"EXHIBITION_SORT"	"Sortieren"
"EXHIBITION_SORT_DOWNLOAD"	"Downloads"
"EXHIBITION_SORT_LIKED"	"Daumen hoch"
"EXHIBITION_SORT_NEW"	"Neu"
"EXHIBITION_TIME"	"Zeit"
"EXHIBITION_TIME_ALL"	"Aller Zeiten"
"EXHIBITION_TIME_DAYS_7"	"Woche"
"HANGAR_TAB_EXHIBITION"	"Fahrzeuge"
"HANGAR_TAB_EXHIBITION_OWNED"	"Im Besitz"
"TO_BLUEPRINTS"	"Zu den Blaupausen"
"Basic1_Vehicle_Desc"	"Dieses Fahrzeug kann mit den Bauteilen dieser Fraktion konstruiert werden."
"Basic1_Vehicle_Name"	"Scallywag"
"Basic2_Vehicle_Desc"	"Dieses Fahrzeug wird seinem Namen gerecht und ist vor allem aus dem Hinterhalt effektiv. Nicht, dass die abgesägten Waffen und niedrige Geschwindigkeit eine andere Wahl ließen."
"Basic2_Vehicle_Name"	"Viper"
"Basic3_Vehicle_Desc"	"Dieses berühmte Fahrzeug war einst der Schrecken der Straßen (und Fußgänger). Auch nach der Katastrophe wird es seinem Ruf mehr als gerecht - denn jetzt ist es bewaffnet."
"Basic3_Vehicle_Name"	"Route 063"
"Basic4_Vehicle_Desc"	"Ein kleiner, aber starker Truck, der durchaus in der Lage ist, sich und seine Ladung zu verteidigen. Nicht frontal angreifen."
"Basic4_Vehicle_Name"	"Workhorse"
"Basic5_Vehicle_Desc"	"Dieses Fahrzeug kann mit den Bauteilen dieser Fraktion konstruiert werden."
"Basic5_Vehicle_Name"	"Armadillo"
"Basic6_Vehicle_Desc"	"Ein Lehrling der Ödlande strebt danach, den Pfad eines professionellen Killers zu perfektionieren. Viel Glück dabei."
"Basic6_Vehicle_Name"	"Apprentice"
"Basic7_Vehicle_Desc"	"Dieses berühmte Fahrzeug war einst der Schrecken der Straßen (und Fußgänger). Auch nach der Katastrophe wird es seinem Ruf mehr als gerecht - denn jetzt ist es bewaffnet."
"Basic7_Vehicle_Name"	"Route 063"
"Basic8_Vehicle_Desc"	"Dieses Fahrzeug wurde für die Reise über enge Gebirgspfade und intensive Artilleriegefechte geschaffen, bei denen jeder falsche Schritt in den Abgrund führen kann."
"Basic8_Vehicle_Name"	"Miner"
"Basic_Vehicle_Desc"	"Fahrzeuge wie diese werden an Anfänger ausgegeben. Es ist zwar nichts besonderes, verfügt aber über akzeptable Leistungsdaten und bietet viel Potential zur Verbesserung."
"Basic_Vehicle_Name"	"Anfänger-Mobil"
"buggy1_Vehicle_Desc"	"Dieses zerbrechliche Fahrzeug ist das Herz des Aufnahmeritus der Lunatics. Wenn du damit einen Gegner zerstörst und sogar an einem Stück bleibst, dann willkommen im Club!"
"buggy1_Vehicle_Name"	"Water Butt"
"buggy2_Vehicle_Desc"	"Schnell und tödlich. Die Lunatics führen dieses Fahrzeug traditionell in ihr letztes Gefecht, gerade noch stark genug, den Abzug der Schrotflinten zu betätigen, während sie den Gegner umschwirren."
"buggy2_Vehicle_Name"	"Quickdraw"
"buggy3_Vehicle_Desc"	"Die Artillerieunterstützung der Lunatics, wenn man das so nennen möchte. Verfügt über hervorragende Struktur, was für ein Fahrzeug der Anhänger von Psycho Pete äußerst ungewöhnlich ist."
"buggy3_Vehicle_Name"	"Leech"
"buggy4_Vehicle_Desc"	"Standard-Kampffahrzeug der Lunatics. Kämpfe beginnen in der Regel mit einem Überfall von zehn solcher Biester. Die Speere sorgen in den Reihen der Gegner für Chaos, während die Schrotflinten dem Ganzen den Rest geben."
"buggy4_Vehicle_Name"	"Slasher"
"buggy5_Vehicle_Desc"	"Ein Wettkampffahrzeug für Wahnsinnige. Bei so einem Duell auf diesen Fahrzeugen stirbt mindestens einer."
"buggy5_Vehicle_Name"	"Waaaghhh!"
"buggy6_Vehicle_Desc"	"Der Schlächter, Albtraum aller Karawanen der Ödlande. Dieses Fahrzeug zieht alleine ins Gefecht - und treibt den Händlern mit Explosionen und dem Schrei zerschredderten Metalls den Angstschweiß auf die Stirn."
"buggy6_Vehicle_Name"	"Beast"
"Craftsman_BaseCommon_Desc"	"Hier kannst du neue 'gewöhnliche' Bauteile herstellen."
"Craftsman_BaseCommon_Name"	"Engineer-Werkbank"
"Craftsman_BaseRare_Desc"	"Hier kannst du neue 'seltene' Bauteile herstellen."
"Craftsman_BaseRare_Name"	"Engineers-Presse"
"Craftsman_BaseRelic_Desc"	"Kann zum Bau neuer Relitkteile verwendet werden."
"Craftsman_BaseRelic_Name"	"Engineer CNC-Maschine"
"Craftsman_FrenziedEpic_Desc"	"Hier kannst du neue 'epische' Bauteile herstellen."
"Craftsman_FrenziedEpic_Name"	"Lunatic-Schlachthaus"
"Craftsman_FrenziedLegend_Desc"	"Hier kannst du neue 'legendäre' Bauteile herstellen."
