"2STEP_AUTHORIZATION_ENABLED"	"귀하의 계정을 보호하고 있습니다."
"Mask_Japan_1_Desc"	"Crossout 바이러스는 그에게서 모든 것을 앗아갔습니다.|부모, 사랑하는 아내와 아이들까지...|모든 것을 잃고 난 후 그는 생각하는 것을 멈추고 달려나가 수많은 전투를 치렀습니다.|어떤 파벌에도 속하지 않은 그는 혼자서 모두를 상대로 싸웠습니다. 전장에서 그는 일본의 오니를 닮았습니다. |그의 광란을 멈출 수 있는 건 없었습니다... Crossout 바이러스 외에는.|“나는 심장을 잃었다. 하지만 내 영혼은 여기 남으리.” 그 말을 남기고 그는 사랑하는 이들이 기다리는 곳으로 떠났습니다."
"Mask_Japan_1_name"	"사무라이"
"Mask_madfreak_Desc"	"정직한 프레디는 항상 긍정적으로 생각하고 진실만을 이야기해야 한다고 믿었습니다. 그래야 선한 사람이 될 수 있다고요.|그리고 프레디는 그런 규칙을 충실히 지켰습니다. 그래서 주위의 모든 사람이 미칠 지경이 되었습니다. 그를 싫어하는 이들은 그가 토너먼트에 승리했다는 이유로 그의 장갑 차량을 파괴했지만, 상관 없었습니다. 얼굴은 무사했으니까요. 치아를 부러뜨렸지만, 그것도 상관 없었습니다. 총은 쏘지 않았으니까요? 총을 쐈지만, 그보다 더 심한 일도 겪어 봤고, 염산을 끼얹은 건 아니니까 괜찮았습니다. 하지만 결국 그런 자들이 염산을 뿌렸고... 이제 그 망할 녀석들에게 선한 사람을 건드리면 안 된다는 걸 보여줘야 할 때가 되었습니다. 그러지 않으면, 다른 선한 사람들이 그들을 건드려야 할 테니까요."
"Mask_madfreak_Name"	"정직한 프레디"
"Mask_Mechanics_1_Desc"	"애완 쥐 버니와 대화하고 비상 식량 부스러기를 나눠 주는 걸 좋아합니다. 문제는 폭시를 제외한 그 누구도 그 쥐를 볼 수 없다는 점입니다."
"Mask_Mechanics_1_name"	"폭시"
"Mask_Mechanics_2_Desc"	"대규모 상단에 대한 침입자들의 유난히 끔찍했던 공격이 있은 후 기술자들의 야영지에 나타났습니다. 그는 자신의 과거에 대해서는 통 이야기를 하는 법이 없으며, 그 대신 모자를 쓴 어떤 보물 사냥꾼과 파트너의 모험에 대한 이야기를 즐겨 합니다. 파이프를 문 유명한 탐정 이야기지요."
"Mask_Mechanics_2_name"	"존스"
"Mask_Mechanics_3_Desc"	"지난 번 전투에서 패배하며 생존자들 수백 명의 목숨을 앗아가고, 기술자들의 기술을 몇 년이나 되돌려 놓은 후로는 대중 앞에 모습을 드러내지 않았습니다. 이제 기술자들은 아이비가 운영하고 있지만, 멘토는 자신의 야심찬 계획을 포기하지 못한 채 계속해서 음모를 꾸미고 있습니다."
"Mask_Military_1_Desc"	"과거에는 장군의 신뢰를 받는 요원으로 가장 어려운 임무를 수행하며 무례한 자들을 제거했습니다. 하지만 순수한 인간과의 차이를 화장과 선글라스만으로는 가릴 수 없게 되자, 그녀는 불명예 제대를 해야 했습니다. 늑대 파견대와 함께 동부로 떠나는 여정이 그녀가 조직을 섬길 마지막 기회입니다."
"Mask_Military_1_name"	"엘비나"
"Mask_Military_2_Desc"	"많은 일을 목격한 옛 포병으로, 황무지에서도 세련된 외모를 유지하려 합니다. 항상 깨끗하게 면도를 하고 날렵한 복장을 합니다. 사실상 그의 얼굴이 조직의 얼굴입니다. 그리고 동부 야만인들이 마지막으로 볼 얼굴이기도 합니다."
"Mask_Military_2_name"	"군터"
"Mask_Military_3_Desc"	"소령은 자신의 파견대에 속한 투사들을 직접 골랐습니다. 그는 최고일 뿐 아니라 본부에는 자리가 남아 있지 않은 병사들이 필요했습니다. 내면의 변화가 너무 커서 죽음의 형벌을 받은 자들이었습니다. 결국, 괴물을 처치할 수 있는 건 오직 다른 괴물뿐이니까요. 그에게 생명을 빚진 괴물이면 더 좋습니다."
"Mask_Military_3_name"	"토마스"
"Mask_military_bundle_1_Desc"	"파커의 파견대는 조직과 Dawn's Children 사이의 협상을 마치고 돌아오던 중에 매복 공격을 당했습니다. 살아남기 위해 그는 황무지에 숨어야 했고, 거미와 메뚜기를 잡아먹으면서 밤에만 움직였습니다.|그는 가까스로 돌아올 수 있었고, 부대의 유일한 생존자가 되어 무슨 일이 있었던 건지 보고했습니다. 그의 보고서는 비밀로 취급되었지만, 파벌 간의 관계에 큰 영향을 미쳤습니다. 파커는 훈장을 받고 진급했지만, 여전히 조직 내에 복귀하지는 못했습니다. |처음에는 사람들이 거미처럼 교묘한 그의 감각에 대해 농담을 하기도 했지만, 실제로 그가 힘겨운 상황에서 몸 성히 탈출하자, 더는 그러지 못했습니다. 그리고 사람들은 그를 두려워하며 스파이더라고 부르기 시작했습니다.|그는 이런 소문을 최대한 북돋우려 했고, 수송차를 만들 때도 거대한 거미와 같은 모습으로 꾸몄습니다. 파커는 동료들과 점점 더 멀어졌고, 이제는 황무지에서 대부분의 시간을 보냅니다."
"Mask_military_bundle_1_name"	"스파이더"
"Mask_PSN_Exclusive_pack_name"	"헌터"
"mask_racer_desc"	"호세는 언제나 날카로운 정의감과 욱 하는 성질로 유명했습니다. 그런 점들이 인생을 수월하게 만들어주진 않았지만, 그는 더 강하고 많은 적들과 싸울 때 이점을 취하는 방법, 그리고 빠르게 도망치는 법까지 배웠습니다.|그는 고아원에서 못된 아이들과 싸우고 가장 좋아하는 투우사의 사인 포스터를 지키며, 아무도 몰래 슈퍼카를 갖는 꿈을 꾸었습니다. 그에게 있어 세계에 닥친 재앙은 감옥을 닮은 대피소를 탈출할 구실에 지나지 않았으며, 덕분에 오히려 몇몇 일은 쉬워지기까지 했습니다. 악몽 속에서 자동차 딜러십 전시차 운반용의 버려진 트랙터를 보았을 때, 그는 잠시도 주저하지 않았습니다.|이것이 호세가 첫 자동차를 얻게 된 경위입니다. 그 후 그의 코리다는 여러 차례 업그레이드와 개조를 거쳐, 이제는 어떤 차로 어떻게 개조했는지 알아보기조차 어려워졌습니다.|하지만 황무지의 삶, 그리고 더 강하고 많은 적과의 싸움에 익숙해졌더라도, 그것이 여전히 슈퍼카임은 분명합니다. 물론 매우 빠른 것은 두말할 필요도 없습니다."
"mask_racer_name"	"호세 오르테가"
"Mask_ratking_desc"	"케네스 '쥐의 왕' 패리쉬는 생존자 중 가장 위험한 존재입니다. 심오한 정신과 명민한 직관으로 무장한 그는 사건의 중심에 서는 것을 원치 않습니다. 쥐의 왕에게 가장 큰 즐거움은 혼돈을 휘젓고 그것이 커져 가는 모습을 지켜보며 가능한 한 많은 사람을 유혈이 낭자한 난장판 속으로 끌어들이는 것입니다. '배틀 로얄'은 케네스의 인생 철학을 구체화하고, 그의 비밀스러운 욕망을 모두 집중시켜 탄생한 매체입니다. 조수들과 함께 그는 플레이그라운드를 만들었고, 이 광기 어린 여흥에 참가할 첫 번째 지원자들을 찾아냈습니다. 그리고는 직접 관찰자이자 잔뜩 흥분한 팬이 되었습니다. 혼돈을 유도하고 관찰하는 일에 대한 그의 열정은 방화벽과 비슷한 면이 있습니다. 그의 목표는 가능한 한 많은 사람을 불태우는 것이 아니라, 그런 사건이 발생하는 과정을 지켜보는 것입니다."
"Mask_ratking_name"	"쥐의 왕"
"Mask_Scavengers_1_Desc"	"대담하고, 편협하고, 거대한 근육 덩어리입니다. 하지만 이건 겉모습일 뿐입니다. 그는 보기보다 영리합니다. 흉터 AB의 자리를 차지하거나, 그보다 더 높이 올라가고 싶어합니다."
"Mask_Scavengers_1_name"	"도저"
"Mask_Scavengers_2_Desc"	"완전한 어둠 속에서도 완벽하게 앞을 볼 수 있습니다. 초자연적인 냄새를 탄환으로 사용합니다."
"Mask_Scavengers_2_name"	"올빼미"
"Mask_Scavengers_3_Desc"	"불타는 차 속에서 죽을 뻔한 경험 때문에 끔찍한 화상을 입었습니다. 이제는 체온이 섭씨 40도 이하로 떨어지지 않기 때문에 항상 추위를 느낍니다. 용접 능력은 타의 추종을 불허하고, 눈을 깜빡이지 않고 태양을 바라볼 수 있습니다."
"Mask_Scavengers_3_name"	"테르미트"
"Mask_Scientists_1_Desc"	"Dawn's Children이 항상 착용하는 보호복의 발명가 및 시험가 중 한 명입니다. 시험생산 제품은 거추장스럽고 불편했지만 그것이 로켓의 목숨과 정신을 구해주었고, 그래서 그녀는 운명을 속이지 않기로 결정하고는 보호복을 더 현대적인 형태로 변형하기를 거부했습니다."
"Mask_Scientists_1_name"	"로켓"
"Mask_Scientists_2_Desc"	"어린 시절부터 SF와 만화책에 미쳐 살았습니다. 물론 그는 우주비행사가 되고 싶었지만, 십대 시절 부상을 당히 그 꿈은 접어야 했습니다. 대공황에 일자리를 구하려던 몇 차례의 시도가 실패한 후, 그는 실험실에서 경비원 일을 하게 되었습니다. 그리고 시간과 공간이 기이해지기 시작하면서, 그는 자신이 그러한 변화에 가장 잘 대비가 된 사람임을 증명하고 Dawn's Children의 근간이 되었습니다."
"Mask_Scientists_2_name"	"스파이크"
"Mask_Scientists_3_Desc"	"진정한 미친 천재입니다. 호버를 안정화시킨 것도, 발명가들이 남긴 몇몇 유물의 구조를 파악한 것도 바로 그였으며, 그 덕분에 Dawn's Children이 전례 없는 기술 수준에 도달할 수 있었습니다."
"Mask_Scientists_3_name"	"다이달로스"
"Mask_scientists_bundle_1_Desc"	"자기 발명품의 시험을 거치고 살아남은 많지 않은 발명가 중 한 명입니다. 하지만 천재성을 불태우느라 두뇌가 다 불타 버렸고, 이미 견디기 힘들었던 성격마저 더 끔찍하게 변해 버렸습니다.|게다가 친구도 그와 비슷합니다. 로이드는 급진적인 유목민과 미치광이 전쟁군주 무리뿐 아니라, 각별히 위험한 일부 침입자들의 존경을 받고 있습니다. 그들은 함께 차를 만들었습니다. 크로우는 이를 위해 자신의 스포츠카를 분해했으며, 로이드는 거기에 비행 능력을 더했습니다.|로이드는 Dawn Children과의 관계 형성에만 실패했습니다. 그들은 로이드의 발명품 몇 개를 빌려가서는 공유하지 않았다고 합니다. 그래서 이제 로이드는 타임 머신을 만들어 그들이 자신을 해치기 전에 처벌하려고 합니다. 재미있는 친구죠."
"Mask_scientists_bundle_1_name"	"로이드"
"Mask_Soldier_1_Desc"	"미첼 중위는 놀라운 장갑 차량을 타고 벌써 수십 년 동안 민간인을 위험한 지역 밖으로 탈출시켜 왔습니다. 그는 결코 선제 공격을 하지 않으며, 앞길을 막아서는 자들은 누구라도 빠르게 제압합니다. |박물관 전시 관리인이었던 할아버지가 낡은 탱크에 가족들을 태우고 죽어가는 대도시에서 빠져나왔던 것처럼, 미첼은 솜씨 좋게 기술을 활용하여 인간의 생명을 지킵니다."
"Mask_Soldier_1_Name"	"미첼 중위"
"Mask_Starter_pack_Desc"	"유명한 강도(대충 기름 수염이라고 하죠)의 딸입니다. 그녀는 재앙이 일어난 뒤에 태어났고, 어린 시절부터 화기와 근접 무기에 큰 관심을 보였습니다.|아버지가 배신당해 살해당하자, 그녀는 황무지로 도망쳐 몇 년 동안 전투 능력을 연마했습니다. 그리고 준비가 되자, 그녀는 돌아와 직접 아버지의 적을 모두 처형했습니다.|그리고 복수할 사람이 한 명도 남지 않자, 그녀는 공포와 양심이 없는 용병이 되었습니다.|그녀가 미치지 않게 하는 물건은 옛 음악이 나오는 음악 재생기 하나뿐이며, 그걸 수리하고 충전하는 데 그녀의 수입 대부분이 소진됩니다."
"Mask_Starter_pack_name"	"비키"
"Mask_Steam_Desc"	"번쩍이는 파란색 무늬가 손목에 나타났을 때, 그는 처음으로 부름을 받았습니다. 그 후 그는 전장에서 수집한 부품으로 직접 차량을 만들고, 블러드하운드라는 이름을 붙였습니다. 그리고 두 눈이 어둠 속에서 빛나기 시작할 무렵, 그는 자신이 만든 차에 올라 황무지로 떠났습니다."
"Mask_Steam_name"	"알레프"
"Mask_Traders_1_Desc"	"그가 거대한 가면 뒤에 얼굴을 숨기고 있다고 믿는 사람들도 있습니다. 그게 너무 유명하기 때문이죠."
"Mask_Traders_1_name"	"제프"
"Mask_Traders_2_Desc"	"재앙이 처음 시작할 때쯤 병원에 입원한 사람들 중 한 명입니다. 그는 자신이 바이러스에 가장 먼저 걸린 사람이라고 생각합니다."
"Mask_Traders_2_name"	"제로"
"Mask_Traders_3_Desc"	"오랫동안 마술사였습니다. 지금도 마법을 부립니다. 하지만 예전의 삶에 비해 훨씬 더 정확해졌습니다."
"Mask_Traders_3_name"	"해그"
"Mask_Uncle_Sam_Desc"	"바다 건너에서 온 진취적인 영업 사원입니다. 재앙이 일어나면서 본국과의 연락이 단절되었지만, 그는 기운을 잃지 않았습니다. 그는 늘 이리저리 옮겨다니며, 동시에 모든 파벌과 거래합니다."
"Mask_Uncle_Sam_name"	"굿맨"
"Mask_Valentine2018_Desc"	"행운의 여신이 보니의 약한 손에 무기를 쥐여 주고, 그를 운전대로 몰았습니다. 바람이 얼굴에 부딪히고 폐는 화약 냄새로 가득하고 가슴은 사랑으로 가득한데, 수백만이 죽어 나가든 무슨 상관일까요? 또한 타인의 소유물을 빼앗고 식량 창고를 습격하고 수십 명의 사람을 죽이더라도 누가 그들을 탓할 수 있을까요?|하지만 못된 사람들이 연인을 잡기로 마음먹고, 그들을 뒤쫓기 시작했습니다. 보니는 둘이 영원히 갈라질 수 없으며 그와 함께라야 진정 살아 있을 수 있음을 알았습니다. 그러나 그는 절실히 보니의 목숨을 구하려 했고, 보니는 차마 그의 뜻을 물리칠 수 없었죠..."
"Mask_Valentine2018_name"	"보니 "
"Mask_XBOX_Exclusive_pack_name"	"칼리반"
"Mask_Xmas2017_1_Desc"	"닉은 프로스트 종파의 구성원으로, 고향 마을에 발생한 수수께끼의 화재에서 살아남은 인물입니다. 의식에 사용할 나무를 구하러 숲 속으로 들어갔다가, 너무 열중한 나머지 오랜 시간을 보냈지요. 그리고 그가 집으로 돌아왔을 때, 까맣게 타버린 마을과 황무지로 통하는 바퀴 자국만이 남아 있었습니다. |그래서 그는 방화범을 찾아내기 전까지는 절대로 화관을 벗지 않고 의식용 나무도 지붕에서 내리지 않겠다고 결심했습니다."
"Mask_Xmas2017_1_name"	"닉 프로스트"
"Mask_Xmas2017_bundle_Desc"	"잭은 대재앙이 발생하기 전부터 냉혹한 의식을 치르며 살아 왔던 폐쇄적인 소규모 공동체 프로스트 종파의 마지막 구성원 중 한 명입니다. 이 종파는 몇 년 전에 소멸했습니다. 그 종파의 일원이 스트레스를 견디지 못하고 고향 마을을 불태웠기 때문입니다. 범인이 누구인지는 아무도 몰랐기 때문에, 프로스트의 남은 생존자들은 서로를 뒤쫓고 있습니다.|잭은 마치 무언가 속죄라도 하려는 듯이 평범한 사람들에게 친절을 베풀고 선물을 주려고 극심한 노력을 기울입니다. 침입자의 머리를 잘라다 주거나, 치아로 목걸이를 만들어 주기도 합니다.|하지만 모종의 이유로 아이들과 어른들 모두 그를 피하곤 합니다. 그래서 잭은 황무지를 떠돌며 자신이 기쁘게 해 줄 수 있는 사람을 찾아 헤맵니다."
"Mask_Xmas2017_bundle_name"	"잭 프로스트"
"MASS_TOOLTIP"	"차량의 무게 제한 대비 현재 무게를 표시합니다.|무게 제한을 초과하면 전투에 참가할 수 없습니다."
"MAX_LIMIT_TOOLTIP"	"차량에 설치할 수 있는 부품의 개수에는 제한이 있습니다.|'기술자들' 파벌과의 평판을 증가시켜 개수 제한을 완화시킬 수 있습니다. 전투에 참여하고 승리하여 더 크고 정밀한 기계를 만드십시오."
"MBPQuest_desc"	"배틀 로얄에서 {$required_value$;번;번}의 전투 승리"
"MBP_Info_Containers"	"컨테이너"
"MBP_Info_Factory"	"버려진 공장"
"MBP_Info_GasStation"	"주유소"
"MBP_Info_Highway"	"고속도로"
"MBP_Info_Junkyard"	"고물 처리장"
"MBP_Info_Meteo"	"기상 관측소"
"MBP_Info_Military"	"군사 기지"
"MBP_Info_Mines"	"광산"
"MBP_Info_Monorail"	"모노레일"
"MBP_Info_Plant"	"정수장"
"MBP_Info_Village"	"거주지"
"MBP_RatKing_caption"	"쥐의 왕"
"MBP_RatKing_doubleKill_text"	"잘하는데, 아주 잘해. 둘 다 박살냈잖아! 아주 깔끔해."
