"2STEP_AUTHORIZATION_ENABLED"	"あなたのアカウントは保護されています。"
"Keepheist_Bombs_psycho_text3"	"おい、そっちはお前の積み荷じゃない！それは置いて行け！違う、遅すぎる…援軍はもう呼んだ！"
"Keepheist_Bombs_scavengers_text"	"もう行ってしまうのか？まだ始まったばかりじゃないか！増援も用意したんだぞ？"
"Keepheist_Bombs_scavengers_text2"	"おっと、俺達の仲間に注意だ！俺達が公平な戦いを望んでいると思ったか？そんなわけないだろ。増援を呼べ！"
"Keepheist_Bombs_scavengers_text3"	"小さい頃に泥棒はいけないとママに教わらなかったか？教わってない？じゃあ俺が教えてあげよう。こっちに来なさい。"
"Keepheist_Cargo_nomads_text"	"攻撃セヨ！師ノ財産ヲ死守スルノダ。"
"Keepheist_Cargo_nomads_text2"	"貴様ノ様ナ盗人ノセイデ、我ト我師ハ侮辱サレタ！"
"Keepheist_Cargo_nomads_text3"	"盗ミヲ働ク相手ヲ間違エタナ。付ハ払ッテ貰ウゾ！"
"Keepheist_Cargo_psycho_text"	"なに、門が下りた？いや、難しいことは何もない。楽しみはこの先にある！"
"Keepheist_Cargo_psycho_text2"	"俺らが圧勝するし、てめぇに聞くことはねぇ！どうした？もっとだって？…うるせえ！皆殺しだ！"
"Keepheist_Cargo_psycho_text3"	"おい、好き勝手やるんじゃねえ！俺が怒り狂う前に出て行け！いや待て、俺はすでに怒っている。お前ら、奴らを捕まえろ！"
"Keepheist_Cargo_scavengers_text"	"ゲートを通過したのか？よくきたな。しかし俺は貴方をもてなす準備で忙しいんだ。いくつかの地雷と、沢山のタレットと…"
"Keepheist_Cargo_scavengers_text2"	"ゲートはただのウォーミングアップだ。あれで貴方を止められるっとはハナから思っていない。この先にもっといいものを用意してあるぞ。"
"Keepheist_Cargo_scavengers_text3"	"俺の好きなゲートが…くそっ！こっちに来い、標的を失ってしまった。あいつらはイライラし始めているはずだ。"
"Keepheist_Defeat_nomads_text"	"敵ハ破壊サレシ事ヲ師ニ伝エ頼ム！"
"Keepheist_Defeat_nomads_text2"	"皆コウ成ル運命ダ。"
"Keepheist_Defeat_nomads_text3"	"又来ルガ良イ。我ハ負ケヌ。"
"Keepheist_Defeat_psycho_text"	"いえーい！パーツを剥ぎ取ってやったぜぇ！全員に知らせろ。"
"Keepheist_Defeat_psycho_text2"	"我々の勝ちってことか？"
"Keepheist_Defeat_psycho_text3"	"てめぇの馬鹿でかい脳みそは役に立ったか？ハァ？！"
"Keepheist_Defeat_scavengers_text"	"襲撃を成功させる最良の戦術は、すべてを破壊することだ。何事も経験だな。"
"Keepheist_Defeat_scavengers_text2"	"次はもっと”おもちゃ”を持ってこよう。"
"Keepheist_Defeat_scavengers_text3"	"ありがとう、良い準備運動になったよ。"
"Keepheist_EliteGuard_nomads_text"	"幾人カ弱イ相手ヲ倒シテモ功績ハ少ナシ。此ノ勝負ニ勝テ！"
"Keepheist_EliteGuard_nomads_text2"	"銃弾とはまた違った雰囲気を持つ兵士に会った。どんな悪魔も刃物に敗れることがある。"
"Keepheist_EliteGuard_nomads_text3"	"弱者ヲ敗リ、勝利ヲ祝ウダト？貴様ノ祝ニ熟練ノ戦士ヲ送ル。"
"Keepheist_EliteGuard_psycho_text"	"マジでマジかよ！？増援部隊のお出ましだぜぇ！お前…おいおいおいおいおい！何するんだ？突撃された車両から離れろ！"
"Keepheist_EliteGuard_psycho_text2"	"うわ、爆発するぞ！待て、俺たち爆発しちまうぞ！やめろ！弾薬に触れるな！"
"Keepheist_EliteGuard_psycho_text3"	"我々の仲間をバカにするんじゃない。あいつらが木の上で育ったと思うか？！やめろって言ってるだろ！"
"Keepheist_EliteGuard_scavengers_text2"	"なぜそんなに頑固なんだ。リラックスできないぞ。爆発的な挨拶を贈ろう。"
"Keepheist_EliteGuard_scavengers_text3"	"もうお祭り騒ぎじゃないか。早すぎる。まだ始めたばかりだぞ。2倍の金額で賭けようぜ！"
"Keepheist_InTime_nomads_text"	"逃テモ死ニ近ヅクダケダ。師自ラ、地獄ヘ送ッテクレル。"
"Keepheist_InTime_nomads_text2"	"虫メ。皆破壊サレルダロウ。此ノ門ヲ超エレバ死ガ待ッテイル！"
"Keepheist_InTime_nomads_text3"	"貴様ノ行動ハ無駄ダ。師ニ破壊サレルガ良イ。"
"Keepheist_InTime_psycho_text"	"できることはすべてやった。自分でリーダーを倒してみせろ！"
"Keepheist_InTime_psycho_text2"	"冗談じゃねえ！重要な時に信用できる奴はいねぇ！俺もだがな。リーダーは常にてめぇとやる気まんまんだぜ！"
"Keepheist_InTime_psycho_text3"	"まだ俺様のゲストをぶっ潰せ無いのか？！なら俺らのリーダーを倒してみろ。誰にもできねぇけどな！"
"Keepheist_InTime_scavengers_text"	"うるさいのが好きか？正直に言うと、俺もだ。俺が周りのものを爆破している時だけだけどな！我等がリーダーよ！"
"Keepheist_InTime_scavengers_text2"	"その頑固さは褒めてやる。その強さなら我々のリーダーの最長戦闘時間を更新できそうだ。いい機会だ、さらばだ！"
"Keepheist_InTime_scavengers_text3"	"ドーンとな！良い爆破だ！だが俺らのリーダーの方が凄いぞ。"
"Keepheist_nomads_caption"	"シャドー"
"Keepheist_psycho_caption"	"ジョーカー"
"Keepheist_Start_nomads_text"	"影ニ守ラレシ此ノ地ニ足ヲ踏ミ入レシ者ハ何奴ダ？貴様ハ死ヲ恐レヌ愚者カ？"
"Keepheist_Start_nomads_text2"	"此ノ土地と宝ハ我ガ師のモノダ。盗人ハ生カシテ帰サナイゾ。"
"Keepheist_Start_nomads_text3"	"我トノ戦イヲ望ム？良イダロウ。我ガ腕前ヲ見ルガ良イ。"
"Keepheist_Start_psycho_text"	"おぃ！待て待て、てめぇは誰だ？呼んでねぇぞ。失せろ！"
"Keepheist_Start_psycho_text2"	"よう、お前！そう、車の中にいるお前だよ。車から出ろ。早く。俺は忙しいんだ。"
"Keepheist_Start_psycho_text3"	"おい、ピエロ、お前はここに来るべきじゃねぇ。何だと？！お前を笑顔にしてやるよ！"
"Keepheist_Start_scavengers_text"	"止まれ！お前達は誰だ？客は呼んでないぞ。今日は引き金を引く指がうずくんだ。"
"Keepheist_Start_scavengers_text2"	"諸君、楽しみたいのは山々だが今日は忙しい。別の日にしないか？"
"Keepheist_Start_scavengers_text3"	"出て行け！我々のリーダーはここでぐずぐずしている奴が嫌いだ。"
"Keepheist_TooLate_nomads_text"	"己ノ立場ヲ考エルガ良イ。"
"Keepheist_TooLate_nomads_text2"	"反撃ノ時ダ。"
"Keepheist_TooLate_nomads_text3"	"卑劣ナ臆病者ハ逃サン！死ヌガ良イ。"
"Keepheist_TooLate_psycho_text"	"増援部隊が来たぞ！俺が騙したと思ったか？心外だな！"
"Keepheist_TooLate_psycho_text2"	"積み荷を持って逃げたければ、ギアをもっと上げろ！もう手遅れかもな。"
"Keepheist_TooLate_psycho_text3"	"もう終わりだ！増援部隊が到着した。これがお前の最後の時だ。よく覚えておけよ。まぁ無理だろうがな！"
"Keepheist_TooLate_scavengers_text"	"だめそうだな。増援部隊が来るまで、5…4… ……今だ！"
"Keepheist_TooLate_scavengers_text2"	"戦利品を持ったまま逃げれると本当の思ったのか？俺も俺の友達もそれには全く賛成できないね！"
"Keepheist_TooLate_scavengers_text3"	"一瞬、お前ならやれると思ったんだがな。たまには間違えることもあるよな。"
"Keepheist_Win_nomads_text"	"我ハ敗レリ。未ダ学ビ事ガ多ク在ル。"
"Keepheist_Win_nomads_text2"	"我ガ師ヨ！此ノ様ナ醜態ヲ晒シ、謝罪致シマス…。"
"Keepheist_Win_nomads_text3"	"貴様ハ強イ…信ジ難イ…"
"Keepheist_Win_psycho_text2"	"おい、やり直したいか？まぁムリだけどよ！"
"Keepheist_Win_psycho_text3"	"信じられねぇ！"
"Keepheist_Win_scavengers_text"	"冗談じゃない！またトラブルに巻き込む気か！お前には何の得がある？"
"Keepheist_Win_scavengers_text2"	"ちくしょう、何もかも吹き飛ばせと言っただろ！"
"Keepheist_Win_scavengers_text3"	"また生存者たちと遊びすぎてしまった…次はぶちのめしてやる！"
"KEYTIP_CURSOR"	"$texture ignoreFontSize name xinput_left_stick$/$texture ignoreFontSize name Key_xinput_dpad$ Cursor"
"KEYTIP_CURSOR_PS4"	"$texture ignoreFontSize name xinput_left_stick$/$texture ignoreFontSize name Key_xinput_dpad$ Cursor"
"KEYTIP_HELP"	"ヘルプ"
"Language_chinese"	"簡体語"
"Language_japanese"	"日本語"
"Language_spanish"	"スペイン語"
"Language_tchinese"	"繁体語"
"leaderboardwnd_time_left"	"次のシーズンまで残り:$time_left$"
"LEVELWND_REWARD_QUEST_SEASON"	"シーズン $name$ へアクセス"
"LEVIATHAN_HINT_TEXT1"	"ストレージ内のパーツを使用して夢の車両をビルドし、その車両で他のプレイヤーと戦う。"
"LEVIATHAN_HINT_TEXT2"	"リヴァイアサンは、戦場に発射されてから24時間戦闘を続け、勝利すると貴重なリソース「胴」を獲得することができます。"
"LEVIATHAN_HINT_TITLE1"	"夢の戦闘車両"
"LEVIATHAN_HINT_TITLE2"	"あなたが休憩している間に戦ってくれます。"
"LEVIATHAN_HINT_TITLE3"	"クラフトし、獲得する。"
"LOBBY_INVITED"	"（招待された）"
"Machinegun_Overheating_DESC"	"武器の温度が高ければ高いほど、ダメージも大きくなります。熱によるダメージは$damage_overheat_mul$%増加します。"
"MAP_DESC_ARENA_FOOTBALL"	"スカベンジャーの基地内にある競技場"
"MAP_DESC_POWERPLANT_NEWYEAR"	"グリンチの隠れ家"
"MAP_DESC_RED_ROCKS_BATTLE_ROYALE"	"砂の工業団地"
"MAP_DESC_REFINERY"	"荒野の中心にある一滴のきれいな水"
"MAP_DESC_TOWER"	"人が生活するには向かないと考えられていた放棄された街。"
"MAP_HINT_TEXT1"	"貴重なリソースを入手するため他の生存者と戦おう。"
"MAP_HINT_TEXT2"	"他の生存者と共にレイダーからの攻撃を一掃し、チャレンジを完了しよう。"
"MAP_HINT_TEXT3"	"これらの型破りなミッションでは、特別なルールや特別な報酬が生存者を待ち受けている。"
"MAP_HINT_TITLE3"	"インベージョンとブロウル"
"MAP_TITLE_ARENA_FOOTBALL"	"セントラルスタジアム"
"MAP_TITLE_BUILDING_YARD2"	"セクターEX 夜"
"MAP_TITLE_BUILDING_YARD3"	"セクターEX"
"MAP_TITLE_RED_ROCKS_BATTLE_ROYALE"	"血の岩"
"MAP_TITLE_TOWER"	"名も無きタワー"
"MARKETPLACE_PURCHASE_ORDER_HOLD"	"アイテムの操作は少し遅れて処理されます。|購入リクエストは$time$以内に有効になります。"
"MARKETPLACE_SELL_ORDER_HOLD"	"アイテムの操作は少し遅れて処理されます。|アイテムは$time$以内にマーケットに投稿されます。"
"MARKET_ITEM_HOLD_TOOLTIP"	"アイテムの操作は少し遅れて処理されます。リクエストの有効化まで最大$time$。"
"Mask_14_Desc"	"センテナリアンは谷では非常に有名ですが、彼の本当の名前や生年月日を知る者は誰もいません。荒野では年老いた者は綺麗な水と同じくらい珍しい存在のため、人々はこの長生きな年寄りについて「どうやって未だに行き続けているのか」と、不思議に思いながら噂話をています。|ある地方のルナティックが、センテナリオンは大災害の最中にCROSSOUTウイルスに感染し、年をとらなくなった、ということで人々を納得させました。センテナリオンが生ける屍だという噂がなければ、そう恐ろしいことではないのです。彼は傷を負っても生き残ることはできますが、どんなわずかな傷でさえも治ることはありません。そのため、かつてはよくレイドに参加していましたが、最近では主に遠くから指示だけを行っています。"
"Mask_14_Name"	"マジェスティック"
"mask_ambulance_name"	"モータス"
"Mask_Australian_Dendy_Desc"	"大災害の後も、彼の人生はあまり変わりませんでした。彼は今も変わらず、ずっと人々から離れた一番寂れた場所に暮らしているのです。|大型動物の考えていることが聞こえるようになって、少し不安になってきました。大きな溜息を吐いて、誰も住んでいない場所へ旅立ちました。彼は今、荒野を走り回り、自分が何者なのか考えています。"
"Mask_Australian_Dendy_name"	"クロコダイル"
"Mask_Boar_desc"	"狩り人は昔から野生動物を狩っていて、その数々の獲物を自分の小屋と車に飾るのが好きでした。そして、彼は人々を狩りはじめました。彼の被害者を認識するのは簡単で、被害者の体は指や歯、あるいはもっと大事な部分が欠けています。それらの欠けた体の一部は、彼の隠れ家にトロフィーとして飾られていると言われています。しかし、根も葉もない噂にそのまま信じるわけにはいきません。結局、彼のねぐらがどこにあるかを誰も知らず、そこから五体満足で戻ってきた人もいません。"
"Mask_Boar_name"	"イエーガー"
"Mask_DLC_1_Desc"	"シャーマンが天空へと飛び立ったのは、鷲の衣装に新たな羽根を取り付けた夜だった。大空を飛ぶ彼が目にしたのは、群れを成して舞う、輝く眼をもった奇妙な鉄の鳥。そして、それの鋭く光るかぎ爪が彼に向けられた瞬間に想像力が掻き立てられ、精霊からの贈り物が設計図として彼の脳裏に焼き付いた。それ以降、理想とする「タロン」の完成を目指し、シャーマンは荒野を駆けている。"
"Mask_DLC_1_name"	"エアシャーマン"
"Mask_DLC_2_Desc"	"ウォタンは片目を失ってから、世界が別の光で見えるようになった。全ての技術的なデザインは、彼にとって平面の設計図に見えてしまう。車両の欠陥は手に取るようにわかり、ウォタンはすぐ設計図に新しいパーツを加え、修正に試みました。フェンリルはウォタンがまだ別の名前を持っていた時に創った最初の作品の1つです。"
"Mask_DLC_2_name"	"ウォータン"
"Mask_DLC_3_Desc"	"彼は自分がなぜ旅に出ることになったのか覚えていない。爆発があった。何かが燃えていた。誰かが走っていた。どこかに引きずって行かれ、手当てを受けた。それから、また一人で歩いた。とても長い間。人々は彼を日陰に入れて水をくれた。しかしすぐに放っておかれるようになった。そして彼また、歩き、歩き続け、疲れ果て、廃墟となったガレージの中に倒れ込んだ。そこで彼は徐々に正気と、メカニックとしての腕を取り戻していく。そして「トランプ」が生み出された。"
