"2STEP_AUTHORIZATION_ENABLED"	"Dein Konto ist geschützt."
"event_notification_title_FOOLS_DAY"	"Alter, woher hast du das Auto?"
"event_notification_title_FOOTBALL"	"Stahlmeisterschaft"
"event_notification_title_GERMAN_CRAFT"	"Knight Riders kehren zurück!"
"event_notification_title_NEW_YEAR"	"Frohe Weihnachtsferien!"
"event_notification_title_RESOURSE_EXCHANGE"	"Flohmarkt"
"event_notification_title_TANKS"	"Überwinde die \"Siegreiche Grenze\"!"
"event_notification_title_TWO_STEPS_AUTHORIZATION"	"Schütze deinen Account!"
"ExhibitionFindParamWnd_PartName"	"Bauteilname"
"ExhibitionFindParamWnd_PSMax"	"PS bis zu..."
"ExhibitionFindParamWnd_PS_Params"	"Power Score der Blaupause"
"ExhibitionFindParamWnd_Title"	"Erweiterte Suche"
"EXHIBITION_HAVE_PARTS"	"Kann gebaut werden"
"Exploration_Cargo_name"	"Ladung"
"Exploration_Message_DropLoot_name"	"Trümmer"
"Exploration_Message_PatrolEvent_name"	"Patrouille"
"Exploration_PublicQuest_Convoy_Name"	"Geleitschutz"
"Exploration_PublicQuest_Defense_Name"	"Verteidigung"
"Exploration_Quest_Survey3_Name"	"Daten sammeln"
"FactionCraftWnd_free_craftsman_stamina"	"Du kannst die Werkbank weiterhin für $time_left$ kostenlos für die Herstellung benutzen. Die zuvor bezahlten ($stamina$ Werkbanknutzungen)  werden nach Ende des Events zur Verfügung stehen."
"faction_6_desc"	"Die Kaste, verantwortlich für die ideologische Verarbeitung und Kontrolle der Massen. Skrupellos verbrennen sie Dissidenten mit Feuer. Es ist nicht bekannt, ob sie wirklich Magische Fähigkeiten haben, aber niemand hat jemals jemanden gesehen, der es gewagt hat, dies öffentlich zu hinterfragen."
"faction_6_name"	"Firestarters"
"FACTION_BONUS_QUEST_SEASON_FACTION_TOOLTIP"	"Schaltet den Zugriff auf die Saison $name$ frei"
"FACTION_CRAFT_CHEST_CONTENT"	"Mögliche Inhalte"
"FACTION_CRAFT_CHEST_CONTENT_TITLE"	"Enthält einen der folgenden Gegenstände:"
"faction_firestarters_leader_title"	"Höchster Schamane"
"firestarters_10lvl_vehicle_desc"	"Sprengen oder in Brand setzen? Warum nicht beides! Ein Artilleriefahrzeug mit brennenden Sprengstofffässern als Projektile und einer Ente auf dem Dach für die Ruhe."
"firestarters_10lvl_vehicle_name"	"Genie"
"firestarters_13lvl_vehicle_desc"	"Sorgt nur mit seiner Erscheinung für Angst. Hinterlässt nur Ruinen und verbrannte Autowracks."
"firestarters_13lvl_vehicle_name"	"Vendigo"
"firestarters_15lvl_vehicle_desc"	"Unerschütterlich und furchtlos, und es gibt nur Feuer im Herzen und den Augen. Verbrennt jeden, der es wagt, seiner Familie im Weg zu stehen — den Firestarters."
"firestarters_15lvl_vehicle_name"	"Ifrit"
"firestarters_1lvl_vehicle_desc"	"Wenn du dieses Fahrzeug fährst, musst du daran denken, die Entfernung zu beobachten und so nahe wie möglich zu bleiben. Und dann werden Sprengstoff und Granatsplitter ihr Ding machen."
"firestarters_1lvl_vehicle_name"	"Manticore"
"firestarters_5lvl_vehicle_desc"	"Diese Blaupause verwendet die wichtigsten technischen Prinzipien der Lunatics. Geschwindigkeit, Sprengstoff in Massen und jede Menge Wahnsinn."
"firestarters_5lvl_vehicle_name"	"Rakshasa"
"firestarters_7lvl_Vehicle_Name"	"Basilisk"
"firestarter_bundle_Vehicle_Desc"	"Red Hot baute dieses Auto kurz nach seinem Beitritt bei den Firestarters. Der explosive Charakter des Schöpfers und sein Wunsch, seinen Opfern vor ihrem Tod ins Auge zu blicken, spiegelten sich sowohl in der Erscheinung dieses gruseligen Fahrzeugs als auch in seinen Waffen wider."
"firestarter_bundle_Vehicle_Name"	"Wild Fire"
"FMA_USER_PROFILE"	"Persönliche Datei anzeigen"
"football_bundle_Vehicle_Desc"	"Der einzig wahre Fußballjournalist Hector nutzte diesen Panzerwagen um zur \"Stahlmeisterschaft\" im Ödland zu gelangen.|Solch ein leuchtendes Design kann weither von allen gesehen werden: Das Auto ist mit effizienten DIY Leuchtfeuern und Hupen ausgestattet. Der große Rumpf wird alle notwendigen Dinge für einen Fan aufnehmen, und wenn etwas nicht passt — kann es auf das Dach gestellt werden..|Das Erscheinen eines solchen gepanzerten Fahrzeugs auf dem Feld wird die Moral des gesamten Teams erhöhen. Unser ganzes Leben ist ein Spiel. Kommentiere es!"
"football_bundle_Vehicle_Name"	"Fan Van"
"Football_caption"	"Hector"
"football_comment_domination_01"	"Es sieht so aus, als hätte eines der Teams entschieden, dass das hier eine Probefahrt ist und kein Spiel. Es wird Zeit, den Ball zu treffen, Leute!"
"football_comment_domination_02"	"So ein Killerinstinkt! Ich mag das! Das verlierende Team muss wirklich Druck machen, um die Initiative zu ergreifen."
"football_comment_domination_03"	"Nicht sicher, ob ich lachen oder weinen sollte. Ihr nennt das ein Spiel! Reißt euch zusammen! Zeigt uns was ihr könnt!"
"football_comment_equaliser_01"	"Was für ein Spiel! Die Intrige braut sich zusammen! Dieses Team wird den Sieg nicht einfach so aufgeben."
"football_comment_equaliser_02"	"Sie haben es geschafft! Da ist der Ausgleich! Jetzt ist das Spiel ausgeglichen. "
"football_comment_equaliser_03"	"Unglaublich! Die Punktzahl ist ausgeglichen! Gebt niemals auf!"
"football_comment_goal_01"	"Was für ein Tor! Die Menge wird wild! Der Ball ging direkt ins Netz und bringt dem Team einen Punkt!"
"football_comment_goal_02"	"TOOORR! $username$ sendet ein Stahlgeschenk an die Gegner und erzielt einen Punkt für das Team!"
"football_comment_goal_03"	"Ein unglaubliches Spiel! Die Falle ist zugeschnappt - TOOORR!"
"football_comment_goal_04"	"Der Ball ist in der Falle! Das Netz brennt! Es ist ein Tor!"
"football_comment_hattrick_01"	"$username$ ist heute unaufhaltbar! Ein drittes Tor - Hattrick! Was für ein Spiel!"
"football_comment_hattrick_02"	"Höllische Wüste! Dies ist sein drittes Tor im Spiel! Ein Hattrick!"
"football_comment_hattrick_03"	"Was für ein Spielzug von $username$! Das Tor ist zu und es ist ein Hattrick!"
"football_comment_minutetogo_01"	"Nur noch eine Minute auf der Uhr: Lasst die Stärkeren gewinnen!"
"football_comment_minutetogo_02"	"Zeit, den Ball im Netz zu versenken! Nur noch eine Minute!"
"football_comment_minutetogo_03"	"Nur noch eine Minute! Es ist noch Zeit, das entscheidende Tor zu erzielen!"
"football_comment_overtimewin_01"	"TOOOORR! $username$ sprengt das gegnerische Tor und bringt dem Team den Sieg! Was für ein Spiel!"
"football_comment_overtimewin_02"	"UNGLAUBLICH! Sie haben es geschafft! Dieses Tor brachte dem Team den Sieg und Ehre!"
"football_comment_overtime_02"	"Es ist an der Zeit, euer Bestes zu geben! Das Spiel läuft bis zum ersten Tor! Angriff!"
"football_comment_pause_01"	"Heute ist ein schöner Tag... Um das gegnerische Netz zu sprengen!"
"football_comment_pause_03"	"Tribünen und Motoren brausen, das Spiel ist in vollem Gange!"
"football_comment_pause_04"	"Lasst uns vorstoßen! Das Tor wird sich nicht von selbst schießen!"
"football_comment_start_01"	"Lasst die EEERRNTEE beginnen! Ähm, ich meine das SPIEEEEL! Los geht's, Überlebende!"
"football_comment_start_02"	"Willkommen in der Arena! Heute ist ein guter Tag, um das gegnerische Tor zu sprengen! Lasst uns gehen, Überlebende!"
"football_comment_start_03"	"Vollgas, Überlebende! Nur eine Mannschaft wird die Arena mit einem Sieg verlassen!"
"frenzied_10lvl_vehicle_name"	"Rrrakete!"
"frenzied_15lvl_vehicle_desc"	"Das nächtliche Entsetzen aller Karawanen des Ödlands, dieses Auto fährt alleine. Und manchmal wachen Händler in kaltem Schweiß gebadet vom Metall mahlenden Mähdrescher und den rasselnden Schrotflinten auf."
"frenzied_7lvl_vehicle_desc"	"Psycho Pete's persönliche Artillerie, die in der Lage ist, schnell aus dem Nichts aufzutauchen und betäubte Gegner mit Raketenschaden zu zerstören und anschließend wieder schnell zu verschwinden. Achte darauf, solche Fahrzeuge im Gefecht zu meiden."
"frenzied_7lvl_vehicle_name"	"Kaboom"
"FusionRifle_Damage_Increasing_DESC"	"Innerhalb einer Salve verursacht jeder Schuss $burst_damage_mul$% mehr Schaden als der vorherige."
"GameHighlights_GameFinish"	"Spielende"
"GameHighlights_LeviathanKill"	"Anführer Abschuss"
"GameHighlights_MobKill"	"Bot Abschuss"
"GameHighlights_MobMultiKill"	"Bot Multikill"
"GameHighlights_MultiKill"	"Multikill"
"gameplay_blockpost_hint_1"	"Verteidigt den fahrenden Truck."
"gameplay_blockpost_hint_2"	"Lasst die feindlichen Kontrollpunkte den Truck nicht beschädigen."
"gameplay_bombrun_hint_2"	"Zerstört alle Hindernisse auf eurem Weg."
"GAMEPLAY_Brawl_April1st"	"Alter, woher hast du das Auto?"
"GAMEPLAY_Brawl_Football"	"Stahlmeisterschaft"
"GAMEPLAY_Brawl_Football_INFO"	"Fußballfieber"
"GAMEPLAY_Brawl_football_OVERTIME"	"Verlängerung"
"GAMEPLAY_Brawl_football_SCORE_1"	"@ff5baefa$param1$@ffffffff — @fff60400$param2$@ffffffff"
"GAMEPLAY_Brawl_football_SCORE_2"	"@fff60400$param1$@ffffffff — @ff5baefa$param2$@ffffffff"
"GAMEPLAY_Brawl_football_TIMER"	"Das Spiel endet in:"
"GAMEPLAY_Brawl_MBP"	"Battle Royale"
"GAMEPLAY_Brawl_NewYear"	"Weihnachtsüberfall"
"gameplay_commtowers_hint_1"	"Hackt die Funktürme mit Hilfe der Ausrüstung, die ihr gesammelt habt."
"gameplay_commtowers_hint_2"	"Bewegt euch zwischen den Türmen und verteidigt sie vor den Raidern."
"gameplay_domination_hint_2"	"Erobere und halte zwei von drei Basen, um vorzeitig zu gewinnen!"
"GAMEPLAY_Domination_INFO"	"Kontrolliere zwei von drei Basen!"
"gameplay_football_hint_1"	"Arbeitet als Team! Übergib den Ball an Teamkollegen, wenn sie bessere Chancen haben, das Tor zu treffen."
"gameplay_football_hint_2"	"Denk daran, Deine Teamkollegen zu decken, während sie den Ball ins Netz befördern. Die Gegner sind immer in der Nähe!"
"GAMEPLAY_FreePlay_Pvp_Name"	"Tumult"
"gameplay_giantsiege_hint_1"	"Zerstört die Türme rechtzeitig, um den Leviathan zu schwächen"
"gameplay_giantsiege_hint_2"	"Wenn die Gruppe genug Schaden verursacht, könnt ihr den Turm einfach zerschießen!"
"gameplay_greatescape_hint_1"	"Stehlt den Truck von den Raidern."
"gameplay_greatescape_hint_2"	"Stehlt die Ladung aus der feindlichen Basis und entkommt mit dem Truck."
"gameplay_keepheist_hint_1"	"Durchbrecht die Verteidigung der Raider."
"gameplay_keepheist_hint_2"	"Stehlt die wichtige Fracht und besiege den feindlichen Anführer."
"GAMEPLAY_MBP"	"Battle Royale"
"gameplay_mbp_hint_1"	"Waffen und Module, die in diesem Modus gefunden werden können, unterscheiden sich leicht von den bekannten Versionen."
"GAMEPLAY_MBP_INFO"	"Der Klügste nimmt alles!"
"gameplay_oilevac_hint_1"	"Aktiviert die Ölplattform mit den Energieelementen."
"gameplay_oilevac_hint_2"	"Transportiert den gesamten produzierten Kraftstoff bis zur Evakuierung."
"GAMEPLAY_Pve_Blockpost"	"Zuschlagen und Zurückziehen!"
"GAMEPLAY_Pve_Blockpost_desc"	"Der Truck-Fahrer versucht, aus dem Gefahrenbereich zu entkommen und bittet um Hilfe. Aber er verschwieg die Tatsache, dass sein Auto von einer Gruppe von Überlebenden ausgeliehen wurde. Jetzt müsst ihr nicht nur die Jäger loswerden, sondern auch noch aus dem Dreifachring von Straßensperren und Minenfeldern entkommen."
"GAMEPLAY_Pve_Blockpost_INFO"	"Helft dem Truck, die Außenposten zu durchbrechen"
"GAMEPLAY_Pve_Bombrun"	"Der letzte Geleitzug"
"GAMEPLAY_Pve_Bombrun_desc"	"Der Truck ist bis zum Rand mit Sprengstoff beladen. Stellt sicher, dass er sein Ziel erreicht und verteidigt ihn bis zum großen Knall Lasst nichts auf eurem Weg stehen!"
"GAMEPLAY_Pve_Bombrun_INFO"	"Beschützt den verminten Truck"
"GAMEPLAY_Pve_Commtowers"	"Datendiebstahl"
"GAMEPLAY_Pve_Commtowers_desc"	"Jemand hat die verlassenen Türme in Betrieb genommen, um die Anomalien zu überwachen. Das bedeutet, dass selbst die zeitweilige Kontrolle über diesen Ort den Schleier des Mysteriums um das Ödland lüften wird. Zumindest ist derjenige, der diesen Befehl getätigt hat, davon überzeugt. Auch bei diesem Raid werden wir in der Lage sein, den gegnerischen Funkverkehr zu hören."
"GAMEPLAY_Pve_Commtowers_INFO"	"Nehmt den Netzwerkturm ein und sammelt die Daten"
"GAMEPLAY_Pve_Giantsiege"	"Stahlwiege"
"GAMEPLAY_Pve_Giantsiege_desc"	"Jemand hat damit begonnen, die bedrohlichen Leviathane in Massen zu produzieren. Ihre Massenproduktion bedroht den zerbrechlichen Frieden der Ödlandbewohner. Beeilt euch, die Pläne des Feindes zu stören, bevor sie den Leviathan fertigstellen!"
"GAMEPLAY_Pve_Giantsiege_INFO"	"Lasst den Feind den Bau des Leviathans nicht fertigstellen "
"GAMEPLAY_Pve_Greatescape"	"In wenigen Minuten verschwunden"
"GAMEPLAY_Pve_Greatescape_desc"	"Dieser Truck bittet nur darum, gestohlen zu werden. Aber warum mit leeren Händen gehen? Lasst ihn uns zuerst mit Fracht beladen und anschließend an den Höchstbietenden liefern. Vorsicht vor den bewaffneten Verteidigern."
"GAMEPLAY_Pve_Greatescape_INFO"	"Beladet den LKW und eskortiert ihn"
"GAMEPLAY_Pve_Keepheist"	"Grenzverletzung"
"GAMEPLAY_Pve_Keepheist_INFO"	"Durchbrecht die Verteidigungslinie und stehlt die Ladung"
"GAMEPLAY_Pve_Oilevac"	"Der Krieg um Feuer"
"GAMEPLAY_Pve_Oilevac_desc"	"Die Gang nahm einen Ölturm  der alten Welt in Betrieb, welcher erhalten geblieben war. Wir müssen Maßnahmen ergreifen, damit sie sich nicht in der Region festsetzen. Ein direkter Angriff wird eine Umverteilung der Einflusssphären bewirken, was für niemanden von Vorteil ist. Deshalb müssen wir heimlich den Turm erobern und auch den Treibstoff stehlen."
"GAMEPLAY_Pve_Oilevac_INFO"	"Nehmt den Ölturm ein und stehlt den Treibstoff"
"GAMEPLAY_Pve_Oilevac_Progress"	"Kraftstoff filtern"
"GAMEPLAY_Pve_TowerDefense"	"Grenzverteidigung"
"GAMEPLAY_Pve_TowerDefense_Desc"	"Überlebender! Raider haben eine Minenanlage erobert und Verstärkung ist unterwegs. Wir müssen den Bereich zurückerobern und verteidigen. Aber Vorsicht - sie haben automatische Geschütztürme installiert. Aber diese können nach der Zerstörung von uns repariert, und zum Schutz gebraucht werden!"
"GAMEPLAY_Pve_TowerDefense_Name"	"Grenzverteidigung"
"GARAGE_AUTO_BUILD_PARAMS_TOOLTIP"	"Wähle deine Einstellungen für die automatische Montage. Wenn der Filter aktiviert ist, erstellt die automatische Fahrzeugmontage nur Fahrzeuge, die den Filterparametern entsprechen."
"GARAGE_AUTO_LINKAGE_TOOLTIP"	"Automatische Fahrzeugmontage mit Teilen aus deinem Lager"
"GARAGE_ERROR_ACTIVE_DECOR_LIMIT"	"Fan-Fackel Limit überschritten"
"GARAGE_ERROR_ACTIVE_DECOR_LIMIT_TIP"	"Du kannst nicht mehr als zwei Teile dieses Typs an einem Fahrzeug montieren."
"GARAGE_ERROR_CREATE_CABIN_TIP"	"Nur eine Fahrerkabine pro Fahrzeug erlaubt. |Entferne die alte Kabine, bevor du eine neue montierst."
"GARAGE_ERROR_FIREWORK_LIMIT"	"Feuerwerklimit überschritten"
"GARAGE_ERROR_FIREWORK_LIMIT_TIP"	"Du kannst nicht mehr als ein Feuerwerkset pro gepanzertem Fahrzeug installieren."
"GARAGE_ERROR_NO_CABIN_LEVIATHAN"	"Keine Kabine im Leviathan-Slot"
"GARAGE_ERROR_NO_DECAL"	"Keine Aufkleber mehr im Lager."
"GARAGE_ERROR_NO_DECAL_TIP"	"Du besitzt keine weiteren Dekorelemente dieser Art. Erbeute sie, stelle sie her oder kaufe sie auf dem Markt."
"GARAGE_ERROR_NO_UNLOCK_PART_TIP"	"Erhöhe deine Reputation bei verschiedenen Fraktionen, um mehr Strukturteile zu erhalten."
"GARAGE_ERROR_TOO_MANY_DECALS"	"Du kannst nur $max_decals$ Aufkleber pro Fahrzeug anbringen. Entferne einen, um einen weiteren anzubringen."
"GARAGE_LEVIATHAN_UNKNOWN"	"NICHT VERFÜGBAR"
"GARAGE_LEVIATHAN_UNKNOWN_MSG"	"'Leviathan' Modus nicht verfügbar. Bitte versuche es später erneut."
"GARAGE_SEASON_QUESTS_TOOLTIP"	"Hier kannst du Aufgaben unterschiedlicher Schwierigkeit auswählen und erhältst für ihren Abschluss Belohnungen"
"German_quest_1_apr18_desc"	"Gewinne {$required_value$;Gefecht;Gefechte} in Missionen oder Raids."
"German_quest_1_apr18_name"	"Kreuzzug Vorbereitungen"
"German_quest_2_apr18_desc"	"Gewinne {$required_value$;Gefecht;Gefechte} in Missionen oder Raids."
"German_quest_2_apr18_name"	"Nach Flandern!"
"Giantsiege_BombTower_nomads_text"	"Hey, lasst diese Aussätzigen nicht unseren Energieturm zerstören! Und wir können ihre Sprengstoffe später für medizinische Zwecke verwenden..."
"Giantsiege_BombTower_nomads_text2"	"Ich sehe unsere Gäste sind mit Sprengstoff ausgestattet. Stellt sicher, dass es nie in die Nähe des Turms  oder unserer Baustätte ist!"
"Giantsiege_BombTower_nomads_text3"	"Nun, sie versuchen unseren Turm zu sprengen. Seid ihr gelähmt? Raus da!"
"Giantsiege_BombTower_psycho_text"	"Verdammt, sie haben überall Zünder! Leute, schützt den Energieturm oder er wird explodieren!"
"Giantsiege_BombTower_psycho_text2"	"Sie haben Bomben? So ein Mist! Ab zum Turm, wenn ihr wollt, dass der Leviathan fertig wird."
"Giantsiege_BombTower_scavengers_text3"	"Ich höre, dass der Feind Sprengstoff hat. Haltet sie auf Abstand, es sei denn ihr wollt, dass sie unseren Turm in die Luft jagen!"
"Giantsiege_BossTower_nomads_text"	"Die Feinde fahren zum Turm. Hallo! Holt das letzte Hilfsfahrzeug — ruft den Anführer!"
"Giantsiege_BossTower_nomads_text2"	"Also, alle fahren zum Turm. Nun, wir haben unseren Boss hier, nichts worüber wir uns Sorgen machen müssen."
"Giantsiege_BossTower_nomads_text3"	"Aha! Auf dem Weg zum Turm? Lasst sie näher kommen, und der Boss wird sich mit ihnen befassen."
"Giantsiege_BossTower_psycho_text2"	"Ruft den Chef, sie kommen zu seinem Turm! Keine Leviathane, wenn die Geschütztürmezerstört sind. Verstanden?!"
"Giantsiege_BossTower_scavengers_text"	"Achtung, der Feind bewegt sich auf den Turm zu. Ich habe das Fahrzeug des Anführers dorthin geschickt, aber wir brauchen auch die Unterstützung vom Rest."
"Giantsiege_BossTower_scavengers_text2"	"Der Feind fährt auf den Turm zu, der unter dem Schutz unseres Anführers steht. Wenn er außer Betrieb ist, wird der Bau des Leviathans bedroht sein. Bewegung!"
"Giantsiege_BossTower_scavengers_text3"	"Der Feind fährt zu dem vom Anführer verteidigten Turm. Ich schlage vor, dass ihr alle folgt! Für die Langsamen — das war ein Befehl!"
"Giantsiege_Defeat_nomads_text"	"Wir beenden das und der Leviathan sollte alles säubern. In der Theorie."
"Giantsiege_Defeat_nomads_text2"	"Die Operation ist ein Erfolg!"
"Giantsiege_Defeat_nomads_text3"	"Nicht jeder Überlebende hat es geschafft. Trotzdem, gut gemacht."
"Giantsiege_Defeat_psycho_text"	"NIEDERLAGE?!.. Verdammt, echt, ich dachte ich hätte den Text gesehen. Nein, wir haben gewonnen!"
"Giantsiege_Defeat_psycho_text2"	"Fan-tas-tisch! Lasst uns nicht noch einmal überfallen werden."
"Giantsiege_Defeat_psycho_text3"	"All eure Leviathane gehören uns!!!"
"Giantsiege_Defeat_scavengers_text"	"Gut gemacht, Jungs! Und jetzt lasst uns unseren Leviathan durch das Tal fahren."
"Giantsiege_Defeat_scavengers_text2"	"Hat sich gelohnt! Dieser Leviathan wird uns sehr nützlich sein."
"Giantsiege_Defeat_scavengers_text3"	"Großartig, jetzt haben die Scavengers ihren eigenen Leviathan."
"Giantsiege_LeviathanLaunch_nomads_text2"	"Lasst sie nicht ihre Wunden lecken! Packt den Leviathan jetzt aus, er hat  genug Staub angesetzt."
"Giantsiege_LeviathanLaunch_nomads_text3"	"Wir können den Bau nicht weiter verzögern. Startet den Leviathan!"
"Giantsiege_LeviathanLaunch_psycho_text"	"Nein, vergiss es, keine Zeit. Startet die Blechdose! Mal sehen, was dieses große Ding bewirken kann."
"Giantsiege_LeviathanLaunch_psycho_text2"	"An alle Posten, alle Posten! Stellt den Leviathan fertig!"
"Giantsiege_LeviathanLaunch_psycho_text3"	"Wie geht es dem Leviathan? Nicht bereit? Was auch immer, startet ihn sofort!"
"Giantsiege_LeviathanLaunch_scavengers_text"	"Vergiss die Konstruktion, gib den Leviathan frei wie er ist! Wenn er zerstört wird, konnten wir ihn zumindest in Aktion testen."
"Giantsiege_LeviathanLaunch_scavengers_text2"	"Der Feind zieht sich nicht zurück, verdammt! Stellt die Konstruktion fertig! Ich weiß, dass der Leviathan nicht bereit ist, aber wir haben keine andere Wahl."
"Giantsiege_LeviathanLaunch_scavengers_text3"	"Wir können ihn nicht rechtzeitig fertigstellen. Startet den Leviathan so wie er ist! Ich hoffe, er kann uns helfen"
"Giantsiege_nomads_caption"	"Zero"
"Giantsiege_psycho_caption"	"Munch"
"Giantsiege_Start_nomads_text"	"... und dann wird dieser Leviathan alles zerstören... Hey, ich sehe rote Flecken auf dem Radar, wie eine Entzündung! Holt das Desinfektionsmittel her!"
"Giantsiege_Start_nomads_text2"	"Wer kommt? Was ist, wenn sie ansteckend sind? Dekontaminiere sie jetzt! Dann wird die Autopsie zeigen, was sie wollten."
"Giantsiege_Start_nomads_text3"	"Sieht so aus, als hätte unser Leviathan Gäste! Lasst sie eine Linie bilden, es gibt genug Munition für alle."
"Giantsiege_Start_psycho_text"	"Schaut, ein paar Jungs kommen. Wer zur Hölle hat hier über den Leviathan getratscht?! Er ist der Erste, der gegen sie kämpft!"
