"2STEP_AUTHORIZATION_ENABLED"	"Your account is protected."
"Keepheist_Bombs_psycho_text"	"Hey, put that crate back! I said, put that thing down! OK, my friends are on their way to have some tough words with you!"
"Keepheist_Bombs_psycho_text2"	"Where are you going?! I've called the reinforcements! We're gonna steamroll you, make you ask for less! Or more?.. You're dead!"
"Keepheist_Bombs_scavengers_text"	"Leaving already? But we've only just begun! What were the reinforcements for?"
"Keepheist_Bombs_scavengers_text3"	"Haven't you been told that stealing is bad and it can get your ass kicked? No? We can teach you! Just stay put."
"Keepheist_Cargo_nomads_text"	"Perimeter breach! We will defend the master's property at all costs."
"Keepheist_Cargo_nomads_text2"	"How dare you destroy the master's property?! We'll respond accordingly, barbarians."
"Keepheist_Cargo_nomads_text3"	"Curse you! Don't expect to get through the gate alive."
"Keepheist_Cargo_psycho_text2"	"Stop killing my people! You think they grow on trees?! I said stop it!"
"Keepheist_Cargo_psycho_text3"	"Damn! Could've just knocked! Alright, you may pass. We'll kill you right here."
"Keepheist_Cargo_scavengers_text"	"Got through the gate? Well, welcome. And I'm busy preparing for your visit: got some mines, a couple of turrets..."
"Keepheist_Cargo_scavengers_text2"	"The gate is just a warm-up. Didn't expect it to stop you anyway. And there's something even better ahead."
"Keepheist_Defeat_nomads_text"	"Tell the master — the enemies are destroyed!"
"Keepheist_Defeat_nomads_text2"	"Accept defeat with honour."
"Keepheist_Defeat_nomads_text3"	"Try all you want, you can't defeat me."
"Keepheist_Defeat_psycho_text"	"Ha-ha! Stripped you for parts! Gonna go tell everyone."
"Keepheist_Defeat_psycho_text2"	"Who's got the last laugh now? Ha-ha-ha!"
"Keepheist_Defeat_psycho_text3"	"So, did your big brains help you? HUH?!"
"Keepheist_Defeat_scavengers_text"	"Destroying everything is the best tactic for a successful raid. Live and learn."
"Keepheist_Defeat_scavengers_text2"	"Well, bring more toys next time."
"Keepheist_Defeat_scavengers_text3"	"Thanks for the warm-up."
"Keepheist_EliteGuard_nomads_text"	"Defeating some weaklings is a minor feat. Try winning against god's storm!"
"Keepheist_EliteGuard_nomads_text3"	"Defeated the weak and celebrating a victory? Prepare for a dance of war with more experienced warriors."
"Keepheist_EliteGuard_psycho_text"	"Meet the explosive reinforcements! Now you're... Hey-hey-hey-hey-hey! The hell you doing? Get your wheels off the charges!"
"Keepheist_EliteGuard_psycho_text2"	"Woo, it's gonna blow! Wait, I thought we were blowing you up! Stop right there! Get your paws off the charges!"
"Keepheist_EliteGuard_psycho_text3"	"No! We didn't agree to that! I decide who blows up and when!"
"Keepheist_EliteGuard_scavengers_text2"	"Why are you so stubborn, I can not get distracted today. Sending an explosive hello!"
"Keepheist_EliteGuard_scavengers_text3"	"Celebrating too soon! This is only the beginning! Let's double the stakes, now it's two charges from me!"
"Keepheist_InTime_nomads_text"	"You tried to escape, but only brought your death closer. Now the master himself will show you the way to the underworld."
"Keepheist_InTime_nomads_text2"	"Insects. Whoever bears destruction will be destroyed. Death is waiting for you behind this gate!"
"Keepheist_InTime_nomads_text3"	"Your actions are futile, you won't get far! The leader will tear you to shreds."
"Keepheist_InTime_psycho_text2"	"That's bullcrap! No one can be entrusted with an important matter! Even me, I guess. It's good that the leader is always ready for battle."
"Keepheist_InTime_psycho_text3"	"Tired of killing my guyes yet?! Try killing our leader. He's cool enough to put anyone down!"
"Keepheist_InTime_scavengers_text"	"Like it loud? Me too, to be honest. But only when it's me blowing stuff up! Our our leader!"
"Keepheist_InTime_scavengers_text2"	"It's cool you're so stubborn. Haven't seen our leader in action for a long time. Thanks for the chance and bye!"
"Keepheist_InTime_scavengers_text3"	"Boom!... You actually made it! But our leader's also pretty quick."
"Keepheist_psycho_caption"	"Joker"
"Keepheist_Start_nomads_text"	"Who set foot on the land, guarded by a shadow? Are you not afraid of death, fools?"
"Keepheist_Start_psycho_text"	"Yo! Whoa, who are you? I did not call you. Get out!"
"Keepheist_Start_scavengers_text"	"Halt! who goes there? I do not expect guests. And my trigger finger is itchy today. "
"Keepheist_Start_scavengers_text2"	"Guys, I'd love to have fun, but I'm pretty busy today. Can we reschedule?"
"Keepheist_Start_scavengers_text3"	"Get out! My boss doesn't like it when stray dogs loiter here."
"Keepheist_TooLate_nomads_text"	"You went too far in your impudence. It's time to put you in your place."
"Keepheist_TooLate_nomads_text2"	"It's payback time."
"Keepheist_TooLate_nomads_text3"	"Filthy cowards, couldn't even run! Prepare to die."
"Keepheist_TooLate_psycho_text"	"And here are the reinforcements! Thought I was bluffing? SURPRISE!"
"Keepheist_TooLate_psycho_text2"	"If you wanted to run with the cargo, should've been faster with the gears! And now, you're done."
"Keepheist_TooLate_psycho_text3"	"Your time is up! The reinforcements are here. These are your last breaths, try to remember them, though I'm sure you won't. Ha!"
"Keepheist_TooLate_scavengers_text"	"Looks like you won't make it. Reinforcements in five... four... Now!"
"Keepheist_TooLate_scavengers_text2"	"Did you really think you could just run with the loot? My friends and I respectfully disagree!"
"Keepheist_TooLate_scavengers_text3"	"For a second I actually believed you could run. It's nice to be wrong sometimes."
"Keepheist_Win_nomads_text"	"I lost this battle. There is so much more to learn yet."
"Keepheist_Win_nomads_text2"	"Master no! What should I do with this shame?"
"Keepheist_Win_nomads_text3"	"You were stronger? Impossible..."
"Keepheist_Win_psycho_text2"	"Damn, not again..."
"Keepheist_Win_psycho_text3"	"How the hell?! There were more of us!"
"Keepheist_Win_scavengers_text"	"Come on! This time they're gonna throw me into the dungeon for sure."
"Keepheist_Win_scavengers_text3"	"I toyed with the victim too long again... Should've killed you!"
"KEYTIP_CURSOR"	"$texture ignoreFontSize name xinput_left_stick$/$texture ignoreFontSize name Key_xinput_dpad$ Cursor"
"KEYTIP_CURSOR_PS4"	"$texture ignoreFontSize name psinput_left_stick$/$texture ignoreFontSize name Key_psinput_dpad$ Cursor"
"KEYTIP_HELP"	"Help"
"Language_chinese"	"Simplified Chinese"
"Language_spanish"	"Spanish"
"Language_tchinese"	"Trad. Chinese"
"leaderboardwnd_time_left"	"Time until season end:$time_left$"
"LEVELWND_REWARD_QUEST_SEASON"	"Access to season $name$"
"LEVIATHAN_HINT_TEXT1"	"Build a dream vehicle using any parts from your storage and send it to fight other live players."
"LEVIATHAN_HINT_TEXT2"	"The Leviathan will fight for you for 24 hours since its launch on the battlefield, earning a valuable resource for victories - copper."
"LEVIATHAN_HINT_TITLE1"	"Dream combat vehicle"
"LEVIATHAN_HINT_TITLE2"	"Fights while you rest"
"LEVIATHAN_HINT_TITLE3"	"Craft and earn"
"LOBBY_INVITED"	"(Invited)"
"MAP_DESC_ARENA_FOOTBALL"	"A sport venue at the Scavengers base"
"MAP_DESC_POWERPLANT_NEWYEAR"	"Gronch's Hideout"
"MAP_DESC_RED_ROCKS_BATTLE_ROYALE"	"A sand-bound industrial complex"
"MAP_DESC_REFINERY"	"A drop of clean water in the middle of the Wasteland"
"MAP_DESC_TOWER"	"An abandoned city, formerly considered unfit for life."
"MAP_HINT_TEXT1"	"Fight other survivors for valuable resources."
"MAP_HINT_TEXT2"	"Repel raider attacks and complete challenges together with other survivors."
"MAP_HINT_TEXT3"	"Special rules and special rewards await survivors in these unconventional modes."
"MAP_HINT_TITLE3"	"Invasion and Brawls"
"MAP_TITLE_ARENA_FOOTBALL"	"Central stadium"
"MAP_TITLE_BUILDING_YARD2"	"Sector EX night"
"MAP_TITLE_BUILDING_YARD3"	"Sector EX"
"MAP_TITLE_RED_ROCKS_BATTLE_ROYALE"	"Blood Rocks"
"MAP_TITLE_RED_ROCKS_TERRITORY"	"Blood Rocks"
"MAP_TITLE_TOWER"	"Nameless tower"
"MARKETPLACE_PURCHASE_ORDER_HOLD"	"Operations with items are processed with a slight delay.|Your purchase request will activate within $time$"
"MARKETPLACE_SELL_ORDER_HOLD"	"Operations with items are processed with a slight delay.|Your item will be posted on the market within $time$"
"MARKET_ITEM_HOLD_TOOLTIP"	"Operations with items are processed with a slight delay. Request activation delay is up to $time$."
"Mask_14_Desc"	"Centenarian is quite famous in the Valley, but nobody really knows his true name or date of birth. People have been gossiping about the unsinkable old man for a long time and wondering how he's still alive, since people of old age are as rare in the Wasteland as pure water.|A certain local lunatic convinced the folk that Centenarian was infected with the crossout virus back during the disaster and stopped aging. And it would not be so terrifying if it weren't for the rumours that Centenarian is a living corpse. He can get any injury and survive, but he can't heal even the slightest wounds. So he often used to join raids himself, but these days he mostly commands from afar."
"Mask_14_Name"	"Centenarian"
"mask_ambulance_name"	"Mortus"
"Mask_Australian_Dendy_Desc"	"His life barely changed after the disaster. He used to live in the wildest places, away from people, and he still does just that. Only got a bit agitated when he started hearing thoughts of large animals. He sighed heavily and went where no one lived at all. Now he rides through the Wasteland and thinks about something of his own."
"Mask_Australian_Dendy_name"	"Croc"
"Mask_Boar_desc"	"The Hunter used to prey on wild animals, and loved to keep the trophies as keepsakes that adorned his hut and car. Now he hunts people. His victims are easy to identify, since their bodies often lack a finger, a tooth, or something much worse. People say that The Hunter keeps these treacherous trophies in his lair. But, frankly, one shouldn't believe rumours.  After all, no one knows where this lair is, not to mention coming back from there alive."
"Mask_Boar_name"	"Jager"
"Mask_DLC_2_Desc"	"Shortly after he'd lost his eye Wotan started to see the world in a different light. Any technical design looked like a flat blueprint to him. All shortcomings became glaringly obvious and Wotan immediately sought to correct them by adding new parts to blueprints. Fenrir is one of Wotan's first creations from the times when he still had a different name."
"Mask_DLC_2_name"	"Wotan"
"Mask_DLC_3_Desc"	"He didn't remember how he found himself on the road. There was an explosion. Something was burning, someone was running, he was dragged somewhere and bandaged. Then he was walking by himself. For a very long time. First, people tried to cover him from the sun and give him some water, but soon they left him alone. So he walked and walked until, exhausted, he fell in some forgotten garage. There he gradually regained his sanity and the skills of a mechanic. There he assembled the Tramp."
"Mask_DLC_tank_Desc"	"That night Fedor turned exactly 100 years old. But he did not know this, for he had been in a coma for months now, entangled in wires and tubes, and had seen an endless dream in which he, young and full of strength and hatred, was seated behind the levers of his beloved thirty-four. Just one last tank and I'm done, well, one more... And death continued to pass him by.|When the life support system failed, the lights went out, and no one came, Fedor opened his eyes. He got up from the hospital bed and walked slowly down the corridors littered with debris and bodies, stepped into the wide courtyard that had always looked like a parade ground, and laughed.|His body was again full of energy and there was a whole world where his hands were once again needed, missing the levers and the trigger.|He got a simple nickname: “Tankman”. For his love of tracked vehicles and large cannons. And for hatred of everything else."
"Mask_DLC_tank_name"	"Tankman"
"Mask_Firestarters_1_Desc"	"One of the most dangerous Firestarters. Hates the whole world and hid from people after a catastrophe, when only ashes remained from his native city.|Known for his patient nature. Rarely loses his temper, but when he does, it's better to stay away. Ruthless, uses an open flame as a battle flag."
"Mask_Firestarters_1_name"	"Vesuvius"
"Mask_Firestarters_3_Desc"	"Came from the south a few years after the disaster. Firestarters did not ask him what he had been doing all this time, and they deserved the trust of Sangay. The silent warrior, obediently carrying out the strictest orders, quickly fit into the gang and won the favour of their leader, Odeon, and rose to the honorary post of the standard-bearer (and sometimes the assassin).|But these days such unconditional devotion to anything is hard to believe. Most likely, Sangay experienced something so terrifying during the disaster that all he's left with is following someone else's orders."
"Mask_Firestarters_3_name"	"Sangay"
"Mask_firestarters_bundle_1_Desc"	"Once upon a time, Red Hot had a name that was not so terrible, he performed in a fire show and was the most enthusiastic artist in his group. But the all-consuming passion for fire and carelessness cost him his career, and his partner's life. After this incident, he vowed never to handle fire again.|But after the disaster everything started spinning like poi at a show. The ability to deftly and effectively manage the fire element gained Red Hot respect among Lunatics. And soon he was promoted to an Arsonist. He changed his name and image to Red Hot, put on frightening war paint and sat behind the wheel of an insane craft, which he found on the set of some B-movie.|Now he loves to saw and burn all those who are disliked by Firestarters, and he tries not try to remember the broken oath and the old friend. What an upstanding guy!"
"Mask_firestarters_bundle_1_name"	"Red Hot"
"Mask_Frenzied_1_Desc"	"Likes sharp objects since childhood. In his spare time, uses jigsaw to cut figures of bunnies from wood bars. And then he drives nails into them, tramples and burns them."
"Mask_Frenzied_1_name"	"Munch"
"Mask_Frenzied_2_Desc"	"Avoids looking people in the eyes. But do not mistake shyness for helplessness. In the heat of battle enters into a rage and is capable of unprecedented cruelty."
"Mask_Frenzied_2_name"	"Lina"
"Mask_Frenzied_3_Desc"	"People like him are called “Dead inside”. Cynical and ruthless."
"Mask_Frenzied_3_name"	"Joker"
"Mask_Germany_Gasmask_Desc"	"One of the most fanatical knights of the White Cross, an army of Knechte, inspired by Martin's rousing speeches, and ready to follow him into fire and water."
"Mask_Germany_Gasmask_name"	"Ulrich"
"Mask_Germany_Raider_Desc"	"One of the first to join Martin's campaign, and later became his advisor and personal mechanic. Although only slightly older than his leader, Augustus often gave him valuable advice and deterred him from excessive violence, thus contributing to the growth of the Knechte army.|Ruthless to the enemies of the Knechte."
"Mask_Halloween_2017_1_Desc"	"Hyde always avoided people and was not burdened by it. But soon after the disaster, his memory began to fail. And when he woke up, new injuries appeared on his hands, as if he were trying to dig the earth with his bare hands. Hyde realized that after every attack, there was less and less human in him, and, in order not to turn into a monster, he started looking for a medicine and this led him to the Valley."
"Mask_Halloween_2017_1_name"	"Dr. Hyde"
"Mask_Hobo_name"	"Woody"
"Mask_Hunter_Desc"	"When times are tough, call Wolfhound. For this mercenary, burnt by all the fires of the Wasteland, there is never too much dirty work, only inadequate payment. His services are usually resorted to by the most desperate. And yet nobody knows who they should be afraid of anymore: their problems or the intractable mercenary.|Wolfhound's personality is shrouded in mystery, like a swamp — with mist. He never takes off his helmet, and none of his customers saw his armored car. But everyone heard the hungry roar of the engine in the night and the blood curdling screech of the wheels."
"Mask_Hunter_Name"	"Wolfhound"
"Mask_Japan_1_Desc"	"The Crossout virus stole everything from him.|His parents, beloved wife and children…|After losing everything, he stopped thinking, ran and fought countless battles.|Not belonging to any faction and he fought everyone by himself. On the battlefield, he resembled a Japanese Oni. |No one could stop his rampage… except the Crossout virus.|“I lost my heart. But my soul will stay here”, he then departed to the place where his beloved awaits."
