"ADVENTURE_REWARD_BONUS"	"Plus"
"PARTTYPE_car_part_npc"	"Pas pour les joueurs! Pièces ennemies"
"PARTTYPE_decoration_fireworks"	"Feux d'artifice"
"PARTTYPE_structure_armorplate"	"Blindage"
"PARTTYPE_structure_mechanics_angle"	"Amortisseur"
"PARTTYPE_structure_mechanics_muscle"	"Pièce de Torino"
"PARTTYPE_structure_scavengers_pipes"	"Tubes"
"PARTTYPE_structure_supercar"	"Pièce de Corrida"
"PARTTYPE_structure_Zubilo"	"Pièce \"Bully\""
"PARTTYPE_weapon_prototype"	"Pas pour les joueurs! Prototype d'arme"
"PERK_ACCURATE_SHOOTER_DESC"	"Un tir réussi augmente les dégats de l'arme de $perk_damage_mul$% pour $perk_time$ sec. Se cumule jusqu'a {$max_stack$;fois;fois}. Remise à zéro pour un tir manqué."
"Perk_AimSpeedMul_Desc"	"Accélère la visée de $spread_dec_mul$%"
"Perk_AimSpeedMul_Name"	"Temps de visée"
"Perk_AmmoMul_Desc"	"Efficacité du module augmentée de 40%"
"Perk_AmmoMul_Name"	"Boite de cartouches"
"Perk_Ammo_Desc"	"Augmentation de la réserve de munitions de $ammo_mul$%"
"Perk_Ammo_Name"	"Plus de munitions"
"PERK_AMMO_REFUND_DESC"	"Tous les $max_stack$ tirs qui touchent d'affilés, rend une munition."
"PERK_AMMO_REFUND_MAMMOTH_DESC"	"Un impact direct vous permet de récupérer une munition"
"PERK_Anti_Dynamo_Biggun_DESC"	"Rester immobile augmente les dégats de 20% toute les 5 secondes. Se cumule 3 fois."
"PERK_Armor_Piercing_120mm_DESC"	"Tire des projectiles antiblindage, qui explosent après avoir percé $projectile_piercing_strength$, ou traversé $projectile_piercing_depth$ cm de blindage."
"PERK_Armor_Piercing_DESC"	"Tire des projectiles antiblindage, qui explosent pour $projectile_piercing_strength$pts de dégats après avoir traversé, ou percé $projectile_piercing_depth$cm de blindage."
"perk_atgm_desc"	"Vous pouvez contrôler les missiles en vol"
"Perk_BlastDamage_Desc"	"Dégâts augmentés de $blast_damage_mul$%"
"Perk_BlastDamage_Name"	"Explosif"
"Perk_BlastRadius_Desc"	"Rayon d'explosion augmenté de $blast_radius_mul$%"
"Perk_BlastRadius_Name"	"Incendiaire"
"PERK_BLOODTHIRSTY_DESC"	"Détruire un adversaire avec cette arme augmente les dégats des armes du même nom de $perk_damage_mul$% pour $perk_time$ sec. Se cumule jusqu'à {$max_stack$;fois;fois}."
"Perk_BoostMul_Desc"	"Accélération augmentée de $boost_value_mul$%"
"Perk_BoostMul_Name"	"Léger"
"Perk_BoundItem_Desc"	"Cet item ne peut être vendu sur le marché"
"Perk_BoundItem_Name"	"Pas à vendre"
"Perk_BoundStartItem_Name"	"Pas à vendre"
"Perk_BulletDamage_Desc"	"Dégâts augmentés de $damage_mul$%"
"Perk_BulletDamage_Name"	"Dangereux"
"perk_burning_earth_desc"	"Les explosion laissent une flaque de liquide enflammé qui endommage les cibles à proximité"
"PERK_BURST_SHOOTER_DESC"	"La cabine ennemie subit des dégâts supplémentaires si tous les projectiles de la volée entrent en contact."
"PERK_Camper_DESC"	"Accélère le temps de visée de toutes les armes équipée de $spread_stat_dec_mul$% en étant stationnaire."
"Perk_CarHealth_Desc"	"Structure du véhicule augmentée de $car_health_mul$%"
"Perk_CarHealth_Name"	"Blindé"
"PERK_Chassis_Hover_DESC"	"Flottez au dessus du sol. Ignore les bosses, et offre une grande résistance au retournement."
"PERK_Chassis_Mecha_Leg_DESC"	"Reduces weapon recoil and increases incoming impulse resistance by $impulse_resistance_mul$%."
"PERK_Chassis_Shnek_DESC"	"Peut se déplacer latéralement et infliger des dégâts aux véhicules ennemis."
"PERK_Chassis_Track_DESC"	"Résistance aux armes à feu augmentée et excellent adhérence."
"PERK_ConstructionBonus_DESC"	"@ffffffffAugmente la structure du véhicule de $cabin_health$"
"Perk_Cooldown_Desc"	"Cooldown de module réduit de $cooldown_mul$%"
"Perk_Cooldown_Name"	"Refroidi par eau"
"perk_Cooler_SpeedCooldown_desc"	"Plus votre vitesse est basse, plus le bonus de refroidissement est élevé. Bonus maximum à 0km/h."
"PERK_Course_Cabin_DESC"	"Dégâts des armes avec des angles de rotation limités sont augmentés de $nonrotated_weapon_damage_mul$%."
"Perk_CritTonnageMul_Desc"	"Masse maximale du véhicule augmentée de $critical_mass_mul$%"
"Perk_CritTonnageMul_Name"	"Hauler"
"Perk_DeathBlastDamage_Desc"	"Puissance d'explosion réduite"
"Perk_DeathBlastDamage_Name"	"En sécurité"
"Perk_DeathBlastRadius_Desc"	"Rayon d'explosion réduit de $death_blast_radius_mul$%"
"Perk_DeathBlastRadius_Name"	"Sealed"
"Perk_DetailCritTonnageMul_Desc"	"Masse maximale du véhicule augmentée de $critical_mass_add_mul$%"
"Perk_DetailCritTonnageMul_Name"	"Porteur"
"Perk_DetailHealth_Desc"	"Structure de pièce augmentée de $health_mul$%"
"Perk_DetailHealth_good_Name"	"Soudé"
"Perk_DetailHealth_great_Name"	"Robuste"
"Perk_DetailHealth_Name"	"Renforcé"
"Perk_DetailHealth_normal_Name"	"Traité"
"Perk_DetailHealth_weak_Name"	"Raccommodé"
"Perk_DetailTonnageMul_Desc"	"Tonnage augmenté de $tonnage_add_mul$%"
"Perk_DetailTonnageMul_Name"	"\"Mule\""
"Perk_DetectionRadius_Name"	"Pointu"
"Perk_DroneDamageMul_Desc"	"Dégâts de drone augmentés de $deploy_damage_mul$%"
"Perk_DroneDamageMul_Name"	"Dangereux"
"Perk_DroneHPMul_Desc"	"Structure du drone augmentée de $deploy_health_mul$%"
"Perk_DroneHPMul_Name"	"Renforcé"
"PERK_ELECTRO_DESC"	"Tous les $perk_param$ mètres parcourus, les dégâts du prochain tor augmentent de $perk_damage_mul$%. Se cumule {$max_stack$;fois;fois}."
"PERK_ELECTRO_LANCE_DESC"	"Tous les $perk_param$ mètres parcourus, les dégâts du prochain impact augmentent de $perk_damage_mul$%. Se cumule {$max_stack$;fois;fois}."
"PERK_Engine_ExplodingPower_DESC"	"Demande 1pt d'énergie en moins, mais explose pour 400 de dégâts en cas de destruction."
"PERK_Engine_WeaponModulesCooldown_DESC"	"Rechargement des armes et modules augmenté de $shooting_cooldown_mul$%."
"PERK_EVISCERATOR_HARVESTER_DESC"	"Dégats augmentés de $perk_damage_mul$% pour chaque seconde au contact. Se cumule {$max_stack$;fois;fois}."
"PERK_Firing_Resists_DESC"	"A une résistance accrue aux dégâts. Cet avantage est désactivé lors de la prise de vue."
"perk_Flamethrower_light_desc"	"Peut projeter un jet de feu pendant longtemps."
"PERK_Hammerfall_duckface_fake_DESC"	"La zone de fragmentation à une forme ovale."
"perk_Harpoon_desc"	"Colle aux surfaces et aux pièces de voiture. Les alliés peuvent détacher la corde."
"Perk_HeatDec_Desc"	"Module effectiveness increased by $heat_dec_mul_mul$%"
"Perk_HeatDec_Name"	"Cryo-cooled"
"Perk_HeatMax_Desc"	"Efficacité d module augmentée de $heat_inc_mul_mul$%"
"Perk_HeatMax_Name"	"Thermostable"
"perk_homing_desc"	"Les missiles guidés cherchent la cible la plus proche de la zone de visée ajustent leur trajectoire ."
"PERK_Homing_Laser_DESC"	"Ce missile est guidé par laser. Il vole en direction du viseur."
"Perk_InfravisionRadius_Desc"	"Distance de détection d'ennemis derrière des protection augmentée de $infravision_radius_mul$%"
"Perk_InfravisionRadius_Name"	"Portée maximale"
"PERK_Invulnerable_Cabin_DESC"	"Si le véhicule n'est pas endommagé pendant $perk_time$ sec., les dégâts des armes énergétiques augmentent de  $perk_damage_mul$%."
"perk_Last_bullet_desc"	"200% de dégâts supplémentaires."
"perk_Lazer_CALCINATION_desc"	"Surchauffe les pièces au contact. Elles reçoivent jusqu'à 100% de dégâts supplémentaires suivant le niveau de chaleur."
"PERK_LONG_RANGE_DESC"	"Les dégats augmentent avec la distance de la cible. +$perk_damage_mul$% tous les 100 m."
"perk_MachineGun_penetration_desc"	"Les projectiles pénètrent jusqu'à 1 m du blindage"
"Perk_MaxRange_Desc"	"Portée maximale augmentée de $max_range_mul$%"
"Perk_MaxRange_Name"	"Sniper"
"Perk_MaxSpreadMul_Desc"	"Dispersion réduite de $spread_stat_max_mul$%"
"Perk_MaxSpreadMul_Name"	"Stabilité"
"perk_MechaLeg_Cabin_desc"	"Vitesse de la patte mécanique augmentée de 40%"
"PERK_Melee_Cabin_DESC"	"Augmente les dégâts des armes de mêlées de $saw_damage_mul$%."
"PERK_Melee_Engine_ModulesCooldown_DESC"	"Rechargement du module, tourelle et drone amélioré de $skill_cooldown_mul$%."
"PERK_Melee_Engine_WeaponCooldown_DESC"	"Rechargement des armes et missiles augmenté de $shooting_cooldown_mul$%."
"perk_nurs_desc"	"Roquettes non guidées, avec une trajectoire parabolique. Équipées d'un senseur de proximité pour exploser à proximité de la cible."
"Perk_OptimalRange_Desc"	"Distance optimale augmentée par  $optimal_range_mul$%"
"Perk_OptimalRange_Name"	"Longue portée"
"PERK_OVERCHARGE_DESC"	"Plus l'arme tire, et plus les dégats augmentent. Après $perk_time$ sec. de tir continus, dégats augmentés de $perk_damage_mul$%."
"PERK_PIERCING_DESC"	"Les projectiles percent jusqu'à 2m de blindage avec une petite perte de dégâts."
"PERK_POWER_EXHAUST_AMMOBELT_DESC"	"Tous les $max_stack$ tirs, a $perk_param$% chances de stopper la rotation des canons ennemis."
"PERK_POWER_EXHAUST_DESC"	"Les tirs de cette arme ont une petite chance de désactiver la rotation des armes ennemies pour $spell_duration$ sec."
"PERK_POWER_PIERCING_AMMOBELT_DESC"	"Tous les $max_stack$ projectiles, perce jusqu'a 2m de blindage."
"Perk_Pusher_Crossbow_desc"	"Les carreaux ont une force de frappe remarquable."
"Perk_RadarRadius_Desc"	"Portée du radar augmentée de $radar_radius_mul$%"
"Perk_RadarRadius_Name"	"Antenne \"M\""
"perk_Radiator_SpeedCooldown_desc"	"Plus votre vitesse augmente, et plus le bonus de refroidissement est important. Effet maximum à 30km/h."
"Perk_RadioRadius_Desc"	"Distance de transmission augmentée de $radio_radius_mul$%"
"Perk_RadioRadius_Name"	"Calibré"
"Perk_RechargeSpeedMul_Desc"	"Rechargement de l'arme diminuée de $shooting_cooldown_mul$%"
"Perk_RechargeSpeedMul_Name"	"Rechargement"
"Perk_RecoilImpulse_dec_Desc"	"Recul réduit de $recoil_impulse_mul$%"
"Perk_RecoilImpulse_dec_Name"	"Sans recul"
"PERK_ReputationBonus_DESC"	"Augmente le gain de réputation de $exp_reward_bonus$%"
"Perk_RotSpeed_Desc"	"Vitesse de rotation de l'arme augmentée de $rot_speed_mul$%"
"Perk_RotSpeed_Name"	"\"Spin\""
"Perk_SawDamage_Desc"	"Dégâts augmentés de $saw_damage_mul$%"
"Perk_SawDamage_Name"	"Affuté"
"Perk_ScopeMul_Desc"	"Zoom augmenté"
"Perk_ScopeMul_Name"	"Falcon"
"perk_Self_shooting_cooldown_desc"	"Plus la vitesse de votre voiture est élevée, plus l'arme se recharge rapidement. Max. efficacité: + 20% à 80 km/h."
"perk_SmartWeapon_desc"	"Sélectionne et attaque une cible à portée de tir automatiquement."
"PERK_SPEEDUP_SHOOTER_DESC"	"Un tir réussi accélère le rechargement du tir suivant de $perk_param$ sec."
"perk_Syfy_SniperVisor_desc"	"Un système de détection mettant en lumière les modules explosifs dans le viseur."
"PERK_Technology_DESC"	"Accélère le temps de rechargement de tous les modules par $skill_cooldown_mul$%."
"perk_Tesla_EXHAUSTION_desc"	"Each hit reduces the target's movement speed and weapon reload speed by 50% for 1 sec. Does not stack."
"Perk_TonnageMul_Desc"	"Tonnage du véhicule augmenté de $tonnage_mul$%"
"Perk_TonnageMul_Name"	"Levage industriel"
"Perk_TurretDamageMul_Desc"	"Dégats de tourelle augmentée de $deploy_damage_mul$%"
"Perk_TurretDamageMul_Name"	"Adder"
"Perk_TurretHPMul_Desc"	"Structure de tourelle augmentée par $deploy_health_mul$%"
"Perk_TurretHPMul_Name"	"Durabilité"
"Perk_WeaponHeatDec_Desc"	"Temps de refroidissement réduit de $heat_dec_mul$%"
"Perk_WeaponHeatDec_Name"	"Refroidi"
"Perk_WeaponHeatMax_Desc"	"Temps jusqu'à une surchauffe augmentée de $heat_max_mul$%"
"Perk_WeaponHeatMax_Name"	"Résistant à la chaleur"
"Perk_WorkTime_Desc"	"Temps de fonctionnement du module actif augmenté de $work_time_mul$%"
"Perk_WorkTime_Name"	"Surchargé"
"pic_alfa_reward_Name"	"Teinture \"Alpha\""
"pic_AlienSkin_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_AlienSkin_Name"	"Motif : Feu follet"
"pic_Alienware_Arena02_desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_Alienware_Arena_desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_AmbulanceWhite_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_AmbulanceWhite_Name"	"Peste"
"Pic_australia1_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"Pic_australia1_Name"	"Motif: Aboriginal"
"Pic_australia2_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"Pic_australia2_Name"	"Motif: Inversé"
"pic_BloodHand_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_BloodHand_Name"	"Cible facile"
"pic_BoarFur_desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_BulletRust_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_BulletRust_Piece_desc"	"Fragment"
"pic_BulletRust_Piece_name"	"Fragment \"Metal Fatigue\""
"pic_CamouflageDesert_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_CamouflageDesert_Name"	"Motif : Digital Desert"
"Pic_CamouflageMark_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_CamouflageSlave1_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"Pic_CamouflageWolfFlag_Desc"	"Camouflage des Steppenwolfs"
"Pic_CamouflageWolfFlag_Name"	"Camouflage : steppe"
"pic_chameleon_BlackGreen_Name"	"Aigue-marine foncée"
"Pic_chameleon_RedDemon_desc"	"Peinture en aérosol limitée pour la collaboration de METAL MAX Xeno. Le rouge qui reproduit le légendaire «démon rouge» R Wolf."
"Pic_chameleon_RedDemon_name"	"Rouge de R Wolf"
"pic_chameleon_Tribal01_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_chameleon_Tribal01_Name"	"Salamande de feu"
"pic_CheckerTaxi_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_CheckerTaxi_Name"	"Damiers"
"pic_CrashTest01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_CrashTest01_Name"	"Matériau : Mannequin"
"pic_CrashTest01_Piece_desc"	"Fragment pour l'assemblage de la décoration \"Mannequin\""
"pic_CrashTest01_Piece_name"	"Fragment de \"mannequin\""
"pic_CrashTest02_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_CrashTest02_Name"	"Matériau : Crash Tester"
"pic_Electric01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_Electric01_Name"	"Motif : Éclaire "
"pic_EtnoPattern_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_EtnoPattern_Name"	"Motif : Tribal"
"pic_Flames01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_Flames01_Name"	"Motif : Flamme"
"pic_FleurDeLys01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_FleurDeLys01_Name"	"Fleur-de-lys"
"pic_Football01_Desc"	"Pulvériser de la peinture et des motifs dans le style de «Steel Championship». Peut être appliqué à la plupart des pièces."
"pic_Gingerbread01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_Gingerbread01_Name"	"Fête festive"
"pic_GoldTiger_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_GoldTiger_Name"	"Golden Tiger"
"pic_JailScratches01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_JailScratches01_Name"	"Motif : Calendrier"
"pic_JailScratches01_Piece_desc"	"Fragment pour l'assemblage de la décoration \"calendrier\""
"pic_JailScratches01_Piece_name"	"Fragment \"calendrier\""
"pic_KhakiSharp_Desc"	"Peinture et matériaux.|Permet de modifier la plupart des pièces."
"pic_KhakiSharp_Name"	"Motif : Mélèze"
"pic_LavaSkin01_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_LavaSkin01_Name"	"Materiel: lave"
"pic_MetalOil_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_MetalOil_Name"	"Or noir"
"pic_MetalOil_Piece_desc"	"Fragments pour créer la décoration \"Black Gold\""
"pic_MetalOil_Piece_name"	"Fragment \"Black Gold\""
"pic_metal_black01_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_Mummy01_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_Mummy01_Name"	"Mummy"
"pic_PresentPaper01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_PresentPaper01_Name"	"Cadeau"
"pic_RussianFolk01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_RussianFolk01_Name"	"Northern Fairytale"
"pic_ScaleFish01_Desc"	"Peinture et materiaux|Permet de modifier la plupart des pièces\""
"pic_ScaleFish01_Name"	"Matériau : Alligator"
"pic_ScaleFish01_Piece_desc"	"Fragment pour l'assemblage de la décoration \"Alligator\""
"pic_ScaleFish01_Piece_name"	"Fragment \"Alligator\""
"pic_ScaleFish02_Desc"	"Peinture et materiaux|Permet de modifier la plupart des pièces\""
"pic_ScaleFish02_Name"	"Matériau : Serpent"
"pic_ScaryFaces01_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_ScaryFaces01_Name"	"La récolte"
"pic_SchoolDesk01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_SchoolDesk01_Name"	"Motif : Tableau"
"pic_SchoolDesk01_Piece_desc"	"Fragment pour l'assemblage d'un \"tableau\""
"pic_SchoolDesk01_Piece_name"	"Fragment de \"tableau\""
"Pic_Shimapan_Desc"	"Un motif joyeux de l'age d'internet."
"Pic_Shimapan_Name"	"Shimapan"
"pic_SpiderWeb01_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_SpiderWeb01_Name"	"Chasseur nocturne"
"Pic_SpiderWeb02_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"Pic_SpiderWeb02_Name"	"Camouflage : toile"
"pic_StMuerte01_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_StMuerte01_Name"	"Masque de mort"
"pic_StMuerte02_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_StMuerte02_Name"	"Danse de la mort"
"pic_StressTest01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_StressTest01_Name"	"Motif : Graffiti crépuscule"
"pic_StressTest01_Piece_desc"	"Fragment pour l'assemblage du \"Graffiti crépuscule\""
"pic_StressTest01_Piece_name"	"Fragment \"Graffiti crépuscule\""
"pic_StressTest02_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_StressTest02_Name"	"Motif : Graffiti aube"
"pic_TaxiScratch_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_TaxiScratch_Name"	"Vieux sel"
"pic_Teutonique_cross01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_Teutonique_cross01_Name"	"Croix teutonique"
"pic_Teutonique_eagle_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_Teutonique_eagle_Name"	"Aigle teutonique"
"pic_Teutonique_stripes_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_Teutonique_stripes_Name"	"Marques teutoniques"
"Pic_Trypophobia01_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"Pic_Trypophobia01_Name"	"Camouflage: Crataire"
"pic_TurtleShell01_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_TurtleShell01_Name"	"Materiel: Turtle"
"pic_TurtleShell0_Desc"	"Spray de peinture.|Colore la plupart des pièces."
"pic_TurtleShell0_Name"	"Materiel: Turtle"
"pic_USline_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_USline_Name"	"Bandes \"Lone ranger\""
"pic_USstars_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_USstars_Name"	"Étoiles \"Lone ranger\""
"Pic_Wood01_desc"	"Dans l'ancien monde, seuls les intérieurs des voitures de luxe étaient décorés de panneaux de bois exotiques pour souligner la nature généreuse et la richesse du propriétaire. Les gens d'aujourd'hui sont beaucoup plus simples, tout le monde est un livre ouvert. Pourquoi ne pas décorer une armure avec du bois?"
"Pic_Wood01_name"	"Grain de bois"
"pic_XmasTree01_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_XmasTree01_Name"	"Camouflask"
"pic_YouTube02_Desc"	"Une teinture rare, ne pouvant être obtenu qu'au bon endroit, au bon moment!"
"pic_YouTube02_Name"	"Brotherhood of viewers"
"pic_YouTube03_Desc"	"Peinture et motifs.|Permet de colorer la plupart des pièces."
"pic_YouTube03_Name"	"Player Union"
"pic_YouTube_Desc"	"Une teinture rare, ne pouvant être obtenu qu'au bon endroit, au bon moment!"
"pic_YouTube_Name"	"Armée de spectateurs"
"Promo_boar_Desc"	"Autocollant non échangeable \"Wild Boar\""
"Promo_Decal_loner_Name"	"Pack «Tout par moi»"
"Promo_flags_Name"	"Drapeaux"
"Promo_signs_3_Name"	"Slippery slope"
"SeaTerra_Dye"	"Palette : Terre et mer"
"SeaTerra_Dye_Desc"	"Couleur de l'eau et de la terre."
"Skin_Cabin_Moonwalker_C1_Raider_bundle_Desc"	"Kit de personnalisation de l'apparence de la cabine \"Pilgrim\".||Cette cabine ressemble à la tête d'un dinosaure géant qui découvre ses crocs et plisse les yeux pour chercher une proie."
"Skin_Cabin_Moonwalker_C1_Raider_bundle_Name"	"CK \"T-Rex\""
"Skin_Cabin_Moonwalker_C1_Raider_desc"	"Modifie l'apparence de la voiture $targetDef$. L'article modifié ne peut pas être vendu. Un seul CK peut être appliqué à un objet."
"Skin_Cabin_Moonwalker_C1_Raider_name"	"CK \"T-Rex\""
"Skin_Cabin_Tribal_C1_Raider_bundle_Desc"	"Kit de personnalisation de l'apparence de la cabine \"Bat\".||Design rétro et minimalisme. Cette cabine construite par un génie mystérieux porte l'esprit de l'époque des grandes guerres."
"Skin_Cabin_Tribal_C1_Raider_bundle_Name"	"CK \"Wunderbar\""
"Skin_Cabin_Tribal_C1_Raider_desc"	"Modifie l'apparence de la voiture $targetDef$. L'article modifié ne peut pas être vendu. Un seul CK peut être appliqué à un objet."
