"2STEP_AUTHORIZATION_ENABLED"	"Ваш аккаунт защищен."
"CarPart_Buggy_Grid7_Desc"	"Различные самодельные трубчатые конструкции."
"CarPart_Buggy_Grid7_Name"	"Терка"
"CarPart_Buggy_Grid8_Desc"	"Различные самодельные трубчатые конструкции."
"CarPart_Buggy_Grid8_Name"	"Подножка багги"
"CarPart_Buggy_Grid9_Desc"	"Различные самодельные трубчатые конструкции."
"CarPart_Buggy_Grid9_Name"	"Сушилка"
"CarPart_Bumper1_desc"	"Наносит повышенные повреждения при столкновении."
"CarPart_Bumper1_name"	"Бампер «Находка»"
"CarPart_Bumper1_practice_Desc"	"Разрушаемая учебная деталь. Нельзя продать, нельзя ремонтировать.|Повышает прочность машины на @ff00ff00$cabin_health$."
"CarPart_Bumper1_practice_Name"	"Бампер учебный"
"CarPart_Bumper2_rare_desc"	"Бампер, ориентированный на защиту.|Наносит повышенные повреждения при столкновении."
"CarPart_Bumper2_rare_name"	"Кенгурятник"
"CarPart_BumperArc_epic_Desc"	"Наносит повышенные повреждения при столкновении."
"CarPart_BumperArc_epic_Name"	"Силовой бампер"
"CarPart_BumperSpikeMini_Desc"	"Наносит повышенные повреждения при столкновении."
"CarPart_BumperSpikeMini_long_Desc"	"Планка с шипами."
"CarPart_BumperSpikeMini_long_Name"	"Планка с шипами"
"CarPart_BumperSpikeMini_name"	"Шипы малые"
"CarPart_BumperSpikeMini_square_Desc"	"Наносит повышенные повреждения при столкновении."
"CarPart_BumperSpikeMini_square_Name"	"Планка с шипами"
"CarPart_BumperSpike_rare_desc"	"Наносит повышенные повреждения при столкновении."
"CarPart_BumperSpike_rare_name"	"Бампер с шипами"
"CarPart_BumperTrain2_epic_Desc"	"Наносит повышенные повреждения при столкновении."
"CarPart_BumperTrain2_epic_name"	"Отвал паровоза"
"CarPart_BumperTrain_rare_desc"	"Наносит повышенные повреждения при столкновении."
"CarPart_BumperTrain_rare_name"	"Отвал малый"
"CarPart_CarHorn_Cucaracha_Desc"	"Тройной удар по нервам противника. Или союзника...|(Звучать будет последний установленный гудок.)"
"CarPart_CarHorn_Cucaracha_Name"	"«Кукарача»"
"CarPart_CarHorn_Desc"	"Повторяет призывный рев одинокого мамонта. Ну, или сигнал массивного грузовика.|(Звучать будет последний установленный гудок.)"
"CarPart_CarHorn_Funny_Desc"	"Юмор уместен в любой ситуации, не так ли?|(Звучать будет последний установленный гудок)"
"CarPart_CarHorn_Funny_Name"	"«Шутник»"
"CarPart_CarHorn_Helloween1_Desc"	"Трофей с «Ведьминой охоты» специально для любителей драматичных появлений.  (Звучать будет последний установленный гудок.)"
"CarPart_CarHorn_Helloween1_Name"	"«Ре минор»"
"CarPart_CarHorn_Helloween2_Desc"	"С этим мрачным трофеем с «Ведьминой охоты» вы поднимете искусство водителя катафалка на новый уровень — не только возить трупы, но и делать их! (Звучать будет последний установленный гудок.)"
"CarPart_CarHorn_Helloween2_Name"	"Гудок катафалка"
"CarPart_CarHorn_Hell_Desc"	"Размер не имеет значения!|(Звучать будет последний установленный гудок.)"
"CarPart_CarHorn_Hell_Name"	"Гудильник"
"CarPart_CarHorn_Klaxon_Desc"	"Сложно переоценить фактор неожиданности при ведении боевых действий.|(Звучать будет последний установленный гудок.)"
"CarPart_CarHorn_Klaxon_Name"	"«Аншлаг 2»"
"CarPart_CarHorn_Name"	"«Олифант»"
"CarPart_CarHorn_PoliceShort_Desc"	"Даже самые стойкие водители невольно выкручивают руль вправо, услышав этот сигнал. |(Звучать будет последний установленный гудок.)"
"CarPart_CarHorn_PoliceShort_Name"	"«Прижмитесь вправо»"
"CarPart_CarHorn_ShipHigh_Desc"	"Серьезная техника для серьезных людей.|(Звучать будет последний установленный гудок.)"
"CarPart_CarHorn_ShipHigh_Name"	"«Потемкин»"
"CarPart_CarHorn_ShipLow_Desc"	"От этого звука выпадают остатки стекол из окон и, кажется, должен крошиться лед.|(Звучать будет последний установленный гудок.)"
"CarPart_CarHorn_ShipLow_Name"	"«Титаник»"
"CarPart_CarHorn_Train_Desc"	"Навевает ностальгические воспоминания о железнодорожном переезде.|(Звучать будет последний установленный гудок.)"
"CarPart_CarHorn_Train_Name"	"«Экспресс»"
"CarPart_CarHorn_Train_Piece_desc"	"Фрагмент для сборки украшения «Экспресс»"
