"2STEP_AUTHORIZATION_ENABLED"	"บัญชีของคุณได้รับการรักษาความปลอดภัยแล้ว"
"Oilevac_Defeat_nomads_text3"	"รู้สึกถึงมันมั้ย? ชัยชนะไงล่ะ!!!"
"Oilevac_Defeat_psycho_text"	"ฮ่า ฮ่า ฮ่า ศัตรูโดนไล่ขยี้หมดแล้ว! Shaman จงเจริญ!"
"Oilevac_Defeat_psycho_text2"	"แกทำอะไรกับไฟนั่นไม่ได้หรอก! ไฟนั่นจะเผาผลาญทุกสิ่งไปตลอดกาล!"
"Oilevac_Defeat_psycho_text3"	"ข้าพิสูจน์แล้วว่าไฟแห่งชัยชนะจะลุกโชติช่วงอีกครั้ง! เผามันให้ราบ!"
"Oilevac_Defeat_scavengers_text"	"แกคิดว่าแกจะขโมยน้ำมันแล้วหนีไปเรื่อยๆได้งั้นเหรอ? แกคิดผิดแล้ว!"
"Oilevac_Defeat_scavengers_text2"	"แน่นอน ชัยชนะที่ขาวสะอาด กลับไปซะ กลับไปยังที่ๆแกโผล่หัวมา ไป๊!!"
"Oilevac_Defeat_scavengers_text3"	"อย่าเสนอหน้ามาให้ข้าเห็นหน้าอีก ไอ้พวกอ่อนแอ!"
"Oilevac_Evac_nomads_text"	"แผนการมันไม่เวิร์ค! ไม่ต้องพูดอะไรแล้ว! เตรียมตัวตายได้!"
"Oilevac_Evac_nomads_text2"	"แกหาแบตทั้งหมดมาได้ยังไง? ข้าจะทำให้แกคลานมาร้องขอความเมตตาให้ดู!"
"Oilevac_Evac_nomads_text3"	"สละหอ... โชคดีจริงๆ พวกข้าจะขยี้แกระหว่างที่มันยังมีน้ำมันเหลืออยู่นิดหน่อยนี่แหล่ะ!"
"Oilevac_Evac_psycho_text"	"พวกมันเอาของๆเราไปแล้ว! ทำลายมันให้หมด!"
"Oilevac_Evac_psycho_text2"	"เผามันนนนนนนนนน!"
"Oilevac_Evac_psycho_text3"	"พวกนั้นมันขโมยไฟของเราไปแล้ว! อย่าเมตตาพวกมัน ลุย!"
"Oilevac_Evac_scavengers_text"	"แกทำให้แท่นขุดมันทำงานอีกครั้งสินะ! ตอนนี้ถึงเวลาตายของแกแล้ว!"
"Oilevac_Evac_scavengers_text2"	"แท่นขุดทำงานแล้ว? พวกข้าไม่ปล่อยให้แกเอาน้ำมันของเราไปหรอก!"
"Oilevac_Evac_scavengers_text3"	"พวกมันเจอแบตเตอรี่? ข้าบอกให้แกซ่อนมันไง เจ้าโง่! แกมันพวกไร้ค่า!"
"Oilevac_nomads_caption"	"Zero"
"Oilevac_psycho_caption"	"Pythia"
"Oilevac_scavengers_caption"	"Bob"
"Oilevac_Start_nomads_text"	"วันนี้มันเงียบยังกะป่าช้า ข้าจัดการแกได้เมื่อไหร่ มันจะกลับมาสงบอีกครั้ง"
"Oilevac_Start_nomads_text2"	"มีการเคลื่อนไหวอยู่ตามแนวขอบฟ้า ป้องกันแท่นขุดเอาไว้!"
"Oilevac_Start_nomads_text3"	"วันนี้แกหาหลุมศพของตัวเองไว้ยัง? อะแฮ่ม เพิ่มการป้องกันเดี๊ยวนี้! ศัตรูอยู่ในระยะแล้ว!"
"Oilevac_Start_psycho_text"	"ข้ารู้สึกถึงหนูสกปรกกำลังลอบเข้ามา ไม่ว่าแกจะเป็นใคร แกคว้าน้ำเหลวแน่!"
"Oilevac_Start_psycho_text2"	"มีคนทำให้นกพวกนั้นตื่นตกใจ จับตาดูแท่นขุดเอาไว้!"
"Oilevac_Start_psycho_text3"	"เมื่อคืนข้าเห็นบางอย่าง - เงาดำทะมึนทำให้ไฟนั้นดับลง จับตาดูแท่นขุดนั่นไว้!"
"Oilevac_Start_scavengers_text"	"ข้ารู้! เวลาข้าเจอสิ่งมีค่า จะมีบางคนพยายามขโมยมันไป! มันไม่มีทางเกิดขึ้นแน่! แท่นขุดเป็นของข้า!"
"Oilevac_Start_scavengers_text2"	"แกเป็นหมารับใช้ของใคร? ไปให้พ้น! แท่นขุดอยู่ภายใต้การควบคุมของพวกข้า"
"Oilevac_Start_scavengers_text3"	"ป้อมนั่นเป็นของพวกข้า พวกข้าจะสู้จนตัวตาย!"
"Oilevac_Win_nomads_text"	"ข้าจะสาปแช่งพวกแก! ถอยโว้ย ถอยยย!"
"Oilevac_Win_nomads_text2"	"ไม่นะ เราแพ้แล้ว ข้าเจ็บใจเหลือเกิน"
"Oilevac_Win_nomads_text3"	"ข้าจะสาปแช่งพวกแกทุกคน!"
"Oilevac_Win_psycho_text"	"อ๋าา..พวกเราแพ้แล้ว!"
"Oilevac_Win_psycho_text2"	"อ้ากกกกกก....แพ้จนได้!"
"Oilevac_Win_psycho_text3"	"แย่จริงๆ! พวกข้าแพ้ได้ยังไงกัน! ไม่จริงงงง!"
"Oilevac_Win_scavengers_text"	"ไม่นะ.. น้ำมันของเรา ปัดโธ่เอ๊ย เจ็บใจจริงๆ!"
"Oilevac_Win_scavengers_text2"	"ไม่จะสน.. อย่างน้อยเราก็ไม่ต้องไปคุ้มกันแท่นขุดบ้าๆนั่นอีกแล้ว"
"Oilevac_Win_scavengers_text3"	"เสียท่ามันจนได้ หมดเลย น้ำมันของข้า!"
