"2STEP_AUTHORIZATION_ENABLED"	"您的帳號受到保護"
"Promo_flags_Desc"	"所有陣營的旗幟，除了工程師，24H"
"Promo_mask1_Desc"	"塗鴉可以被應用於各種表面，同時可以旋轉或改變大小。|一次最多可使用2個塗鴉。"
"Promo_mask1_Name"	"民用防毒面具"
"Promo_mask2_Desc"	"不可清除的貼紙＂保持面罩開啟！＂"
"Promo_mask2_Name"	"保持面罩開啟！"
"Promo_play_hard_Desc"	"PlayHard貼紙"
"Promo_play_hard_Name"	"PlayHard獎金"
"Promo_rocket_girl_Desc"	"非賣品貼紙\"艾薇小姐\""
"Promo_rocket_girl_Name"	"艾薇小姐"
"PROMO_SATURATION_MSG"	"獲得新的部件"
"Promo_signs_1_Name"	"跡象"
"Promo_signs_2_Name"	"跡象2"
"Promo_signs_3_Desc"	"斜坡路滑標誌"
"Promo_tt_premium_Desc"	"Thermaltake貼紙"
"Promo_tt_premium_Name"	"Thermaltake獎金"
"QuestCompletedWnd_season_chain"	"挑戰任務完成"
"QuestCompletedWnd_season_stage"	"階段性挑戰任務完成"
"QUESTS_WND_FOOTER_DESC"	"{$count$;'更多任務';'更多任務'}可用"
"QUESTS_WND_HEADER_FINISHED"	"任務完成"
"QUESTS_WND_HEADER_SPECIAL"	"特別活動"
"QUESTS_WND_HEADER_WEEKLY"	"每週任務"
"QUESTS_WND_TO_MAP_TOOLTIP"	"在地圖上顯示"
"QUESTS_WND_WEEKLY_ITEMS_TITLE"	"在倉庫中"
"QUESTS_WND_WEEKLY_PROGR_TITLE"	"每週任務完成"
"QUESTWND_ALL_SEASON_COMPLETED_DESC"	"哇！你已經完成了所有困難的任務！太棒了！ 下一次挑戰任務開始於$time_left$"
"QUESTWND_COMPLETE"	"挑戰完成"
"QUESTWND_NO_SEASON_DESC"	"選擇一個難度，並開始完成挑戰任務"
"QUESTWND_NO_SEASON_TITLE"	"尚未領取挑戰任務"
"Quest_23feb_10_desc"	"贏得$required_value$場對峙戰"
"Quest_23feb_10_name"	"斗篷和匕首"
"Quest_23feb_15_name"	"榮耀之戰"
"Quest_23feb_1_desc"	"贏得$required_value$場對峙戰"
"Quest_23feb_3_desc"	"贏得$required_value$場對峙戰"
"Quest_8march01_name"	"快速生活"
"Quest_8march02_name"	"破壞的慾望"
"Quest_8march03_name"	"星辰之路"
"Quest_8march04_name"	"征戰之旅"
"Quest_8march05_name"	"因為愛情"
"Quest_April1st_10_desc"	"在\"兄弟，你在那理弄來的車？\"模式中完獲勝{$required_value$;次;次} 來得到獎勵"
"Quest_April1st_10_name"	"完全混淆"
"Quest_April1st_15_desc"	"在\"兄弟，你在那理弄來的車？\"模式中完獲勝{$required_value$;次;次} 來得到獎勵"
"Quest_April1st_15_name"	"完全混亂"
"Quest_April1st_1_desc"	"在\"兄弟，你在那理弄來的車？\"模式中完獲勝{$required_value$;次;次} 來得到獎勵"
"Quest_April1st_1_name"	"小問題"
"Quest_April1st_20_desc"	"在\"兄弟，你在那理弄來的車？\"模式中完獲勝{$required_value$;次;次} 來得到獎勵"
"Quest_April1st_3_desc"	"在\"兄弟，你在那理弄來的車？\"模式中完獲勝{$required_value$;次;次} 來得到獎勵"
"Quest_April1st_3_name"	"大亂鬥"
"Quest_April1st_5_desc"	"在\"兄弟，你在那理弄來的車？\"模式中完獲勝{$required_value$;次;次} 來得到獎勵"
"Quest_April1st_5_name"	"騷動"
"QUEST_AWARD_BTN_TO_QUESTS"	"任務"
"Quest_BrawlQuest_Desc"	"在一週九次的混戰模式中，佔領1和4之間的地方"
"Quest_BrawlQuest_Name"	"混戰強者"
"Quest_Crossout_2018_1_desc"	"贏得$required_value$場PVP或PVE勝利"
"Quest_Crossout_2018_1_name"	"鐵手的行動"
"Quest_Crossout_2018_2_desc"	"贏得$required_value$場PVP或PVE勝利"
"Quest_Crossout_2018_2_name"	"萊利的研究"
"Quest_Crossout_2018_3_desc"	"贏得$required_value$場PVP或PVE勝利"
"Quest_Crossout_2018_3_name"	"奧德的審判"
"Quest_Crossout_2018_4_desc"	"贏得$required_value$場PVP或PVE或活動副本勝利"
"Quest_Crossout_2018_4_name"	"艾薇的任務"
"Quest_Crossout_Football_2018_1_desc"	"在鋼鐵錦標賽的比賽中獲得勝利{$required_value$;battle;battles}"
"Quest_Crossout_Football_2018_1_name"	"上半場"
"Quest_Crossout_Football_2018_2_desc"	"在鋼鐵錦標賽的比賽中獲得勝利{$required_value$;battle;battles}"
"Quest_Crossout_Football_2018_2_name"	"通過"
"Quest_Crossout_Football_2018_3_desc"	"在鋼鐵錦標賽的比賽中獲得勝利{$required_value$;battle;battles}"
"Quest_Crossout_Football_2018_3_name"	"下半場"
"Quest_Crossout_Football_2018_4_desc"	"在鋼鐵錦標賽的比賽中獲得勝利{$required_value$;battle;battles}"
"Quest_Crossout_Football_2018_4_name"	"反擊"
"Quest_Crossout_Football_2018_5_name"	"延長賽"
"Quest_Crossout_Football_2018_6_desc"	"在鋼鐵錦標賽的比賽中獲得勝利{$required_value$;battle;battles}"
"Quest_Crossout_Football_2018_6_name"	"射門"
"Quest_Lunar18_10_name"	"追逐運氣"
"Quest_Lunar18_5_name"	"獵龍"
"Quest_MBPQuest_Name"	"一種混戰中獲得{$maxValue$;次;次} 勝利"
"Quest_PremiumQuest_Name"	"掃描碎片"
"QUEST_TOOLTIP_battle_royale"	"這是一個特殊的活動，所以獎勵也很特別"
"QUEST_TOOLTIP_BRAWL"	"這是一個特別的活動，所以獎勵也很特別，還有$time$可以完成這個任務"
"QUEST_TOOLTIP_DAYLY_TYPE_DAILY_COMPLETE"	"完成$required_value$每日任務後，將會獲得$reward$||完成進度不會延續到第二天||任務將於$time$後更新"
"QUEST_TOOLTIP_EVENT"	"這是一個特別的活動，所以獎勵也很特別，還有$time$可以完成這個任務"
"QUEST_TOOLTIP_FINISHED"	"任務完成"
"QUEST_TOOLTIP_MBP"	"這是一個特別的活動，所以獎勵也很特別，還有$time$可以完成這個任務"
"QUEST_TOOLTIP_PREMIUM"	"秘密任務僅只適用於有掃描儀的持有者"
"QUEST_TOOLTIP_WEEKLY_TYPE_DAILY_COMPLETE"	"當完成$required_value$每日任務時，將會獲得$reward$||每週都有新任務可接取||任務進度不會延續到下週||任務將於$time$後更新"
"QUEST_TYPE_ADVANCED_FACTION_LEVEL_DESC"	"達到任何高級陣營的$maxValue$等級"
"QUEST_TYPE_BASE_FACTION_LEVEL_DESC"	"工程師陣營達到等級$maxValue$"
"QUEST_TYPE_CRAFT_DESC"	"製造一個稀有部件"
"QUEST_TYPE_GAME_COMPLETE_DESC"	"完成條件：贏得{$maxValue$;場戰鬥;場戰鬥}。"
"QUEST_TYPE_GEAR_LEVEL_DESC"	"在車輛上掛載{$maxValue$;零件;零件}"
"QUEST_TYPE_PRIZE_PLACE_DESC"	"一種混戰中獲得{$maxValue$;次;次} 勝利"
"QUEST_TYPE_SELL_GOODS_DESC"	"在市場上出售任何物品"
"QUEST_TYPE_SELL_SCRAP_DESC"	"賣出市場上的廢料{$maxValue$;盒子;箱子}"
"QUEST_TYPE_UNIVERSAL_RATING_DESC"	"創建一台車輛積分$maxValue$ 分的車輛"
"Quest_victory_1_name"	"武裝！"
"Quest_victory_2_name"	"我們的作風就是這樣"
"Quest_victory_3_name"	"敵方將會被擊敗"
"Quest_victory_4_name"	"沒有市場！"
"Quest_victory_5_name"	"勝利會是我們的！"
"racer_bundle_Vehicle_Desc"	"一輛曾經在經銷商展出的超級跑車，現在在廢土世界中重生，在長期與致命的敵人戰鬥的過程中展現出良好的效果"
"racer_bundle_Vehicle_Name"	"科里達"
"RAID_TARGET_ALARM"	"敵人將於：$time$ 秒後進行集中射擊"
"REMOVED_ITEM"	"此項目不再存在"
"REMOVED_ITEM_TOOLTIP"	"該物品不在遊戲中"
"RepairKit_Training_craft_text"	"我看到你好像很很開心阿，上次給你的修理工具包已經沒有了，所以該學習如何自己如何製作了，沒什麼難的，注意聽就是了"
"RepairKit_Training_hud_text"	"倖存者，你的初學者修理工具包已經用完了，有時間學習自己產生它們！"
"RepairKit_Training_text"	"聽著，旅行者：你正在準備進行一場危險的戰鬥。這裡有幾個免費的修理工具包，可以幫助你在戰況激烈的時候返回戰場。"
"ResourcePack_Accumulators1000_Desc"	"來自廢土世界的1000單位的電池"
"ResourcePack_Accumulators100_Desc"	"來自廢土世界100單位的電池"
"ResourcePack_Accumulators200_Desc"	"來自廢土世界200單位的電池"
"ResourcePack_Accumulators_Huge_Name"	"電池"
"ResourcePack_Accumulators_Medium_Name"	"電池"
"ResourcePack_Plastic1000_Desc"	"來自廢土世界的1000單位的塑料"
"ResourcePack_Plastic100_Desc"	"來自廢土世界100單位的塑料"
"ResourcePack_Plastic250_Desc"	"來自廢土世界250單位的塑料"
"ResourcePack_Plastic_Huge_Name"	"塑料"
"ResourcePack_Plastic_Medium_Name"	"塑料"
"ResourcePack_Platinum15_Desc"	"來自廢土世界15單位的銅"
"ResourcePack_Platinum200_Desc"	"來自廢土世界200單位的銅"
"ResourcePack_Platinum90_Desc"	"90塊從茫茫廢土收集到的\"新鮮\"的銅。"
"ResourcePack_Scrap_Epic200_Desc"	"來自廢土世界200單位的電子元件"
"ResourcePack_Scrap_Rare500_Desc"	"來自廢土世界500單位的鋼纜"
"RESOURCE_DESC_Accumulators"	"越來越難找到可靠的儲存能源方式，也就說明了對電池的更高需求"
"RESOURCE_DESC_badge"	"工程師將這些徽章交給完成任務的倖存者，徽章可以交換資源和有價值的獎勵"
"RESOURCE_DESC_FirestartersMoney"	"來自舊世界的一次性打火機可以在\"火舞祭壇\"中交換更多有用的東西，直到\"熱焰\"熄滅。"
"RESOURCE_DESC_NewYearMoney"	"為了慶祝新年而製作的，在\"風雪節\"結束前可以使用。"
"RESOURCE_DESC_Plastic"	"在新的世界裡，塑料成了高需求的存在，倖存者以不同的方式廣泛使用脆弱而柔韌的材料"
"RESOURCE_TYPE_Accumulators"	"電池"
"RESOURCE_TYPE_badge"	"工程師徽章"
"RESOURCE_TYPE_Plastic"	"塑料"
"Restriction_MIN_CURRENT_LEVI_UNIVERSAL_RATING_Desc"	"需要$rating$鋼鐵巨獸戰鬥力，通過增加更多部件來升級你的鋼鐵巨獸"
"Restriction_RESOURCE_Accumulators_Desc"	"你需要@ffff0000$缺少$@ffffffff更多電池，你可以在任務中獲得或是在市場上購買"
"Restriction_RESOURCE_Accumulators_Name"	"電池不足"
"Restriction_RESOURCE_Badge_Desc"	"需要@ffff0000$lack$@ffffffff 更多工程師徽章，可以通過完成每週任務來獲得"
"Restriction_RESOURCE_FirestartersMoney_Desc"	"打火機不足，無法完成此操作。在活動期間，你可以通過完成\"熱焰行動\"任務來獲取打火機。"
"Restriction_RESOURCE_FirestartersMoney_Name"	"\"打火機\"數量不足"
"Restriction_RESOURCE_NewYearMoney_Desc"	"鞭炮不足，無法完成此操作。在活動期間，你可以通過完成日常挑戰或贏得PVP戰鬥來獲取南瓜糖"
"Restriction_RESOURCE_NewYearMoney_Name"	"鞭炮數量不足"
"Restriction_RESOURCE_Plastic_Desc"	"你需要@ffff0000$缺少$@ffffffff更多塑料，你可以在PVE副本中獲得或者在市場上購買"
"Restriction_RESOURCE_Plastic_Name"	"塑料不足"
"scavengers_Boss_easy_name"	"看守者"
"Scientist_bundle_Vehicle_Desc"	"是伊德作品中最初、也最受人喜愛的作品之一。 在這台車中，完全融合了他對跑車的熱愛、翱翔的渴望、及想用滾燙電漿燒掉所有人的願望"
"SEASON_HINT_TEXT1"	"選擇難度合適的任務，並在挑戰任務結束前完成即可獲得挑戰任務獎勵。"
"SEASON_HINT_TEXT2"	"一些任務是在PVP模式中完成的，而其他任務則通過對應難度的PVE任務完成。"
"SEASON_HINT_TEXT3"	"提升等級解鎖高級任務獲取更高獎勵。"
"SEASON_HINT_TITLE1"	"選擇難度"
"SEASON_HINT_TITLE2"	"完成挑戰任務"
"SEASON_HINT_TITLE3"	"任務進度"
"SEASON_QUEST_LOCK_FACTION_ANY"	"需要進階陣營聲望等級達到$lvl$級"
"SEASON_QUEST_LOCK_FACTION_BASE"	"需要工程師等級達到$lvl$級"
"SETTING_ANTIALIASING_FXAA_LOW"	"FXAA Low"
"SETTING_ANTIALIASING_SMAA_LOW"	"SMAA Low"
"SETTING_BTN_VOICE_TEST_STOP"	"停止測試"
"SETTING_camAimAssistDisable"	"目標協助"
"SETTING_camAimAssistEnable"	"開啟輔助瞄準"
"SETTING_camFollowCarMoveDir"	"鏡頭自動跟隨汽車的運動方向"
"SETTING_carMotorSoundCabinOnly"	"座艙引擎聲音"
"SETTING_carMotorSoundCabinOnly_HELP"	"啟用此選項只會播放座艙內部引擎發出的聲音，而不會從其他已安裝的模組發出聲音"
"SETTING_Colors"	"顏色顯示設定"
"SETTING_Color_Ally"	"隊友"
"SETTING_Color_Enemy"	"敵人"
"SETTING_decalsOnlyLocalPlayer"	"只在自己的車輛顯示貼紙"
"SETTING_disableFriendlyLiftingJack"	"拒絕幫助"
"SETTING_disableFriendlyLiftingJack_HELP"	"如果翻車了，你的隊友將無法幫助你，只能靠自己把車翻轉過來"
"SETTING_editorJoyLayout_Text"	"用@ffff9900$key$@ffffffff掛載"
"Setting_EnableUltraLowQuality"	"您即將啟用傳統GPU兼容模式，在這種模式下，圖像品質明顯降低，如果遊戲使用\"低\"和其他任何質量設置，則不建議啟用此模式，是否要繼續？"
"SETTING_gamepadLayout1_desc"	"使用左搖杆控制戰車"
"SETTING_gamepadLayout3_desc"	"專為瘋狂賽車模擬愛好者打造。"
"SETTING_Highlights"	"自動補捉精彩鏡頭"
"SETTING_hudMapOrient"	"旋轉小地圖"
"SETTING_language_tchinese"	"$texture name lang_twn ignoreFontSize$"
"SETTING_mapMarkerSize"	"迷你地圖標記尺寸"
"SETTING_mapMarkerSizeBig"	"大"
"SETTING_mapMarkerSizeDefault"	"預設"
"SETTING_mapMarkerSizeMedium"	"中"
"SETTING_mapMarkerSizeSmall"	"小"
"SETTING_mapScale"	"迷你地圖顯示比例"
"SETTING_miniMapSize"	"迷你地圖尺寸"
"SETTING_miniMapSizeBig"	"大"
"SETTING_miniMapSizeMedium"	"中"
"SETTING_miniMapSizeSmall"	"小"
"SETTING_NVidiaShadowPlay"	"NVIDIA ShadowPlayHighlights™"
"Setting_requireRestart"	"只有重新開啟遊戲才會套用設定，是否重新啟動？"
"SETTING_sentences"	"伴隨遊戲事件的聲音"
"SETTING_SYNC_INTERVAL_2"	"開啟(1/2 更新機率)"
"SETTING_ultraLowQuality"	"傳統GPU兼容性"
"SETTING_videoAdapter"	"配置器"
"ShopItem_available_till"	"可用時間：$date$"
"ShopItem_bonus_gold"	"(+$count$ 活動金幣)"
"ShopPremium_premium_active"	"@ffffa000掃描器啟動. 剩餘時間: $left$"
"ShopPremium_premium_info"	"掃描器為限時道具，購買後即開始計時，以下情況不會停止：|- 未登錄創世戰車期間|- 登錄創世戰車，但未參與戰鬥|- 例行維護期間（部分特殊情況除外）"
"ShopPremium_premium_not_active"	"掃描器無效"
"ShopWnd_Discount"	"折扣"
"ShopWnd_recommended"	"玩家推薦"
"ShopWnd_Temporary"	"最後一次機會"
"ShopWnd_TimeLimited"	"限量優惠|"
"Skin_CarPart_Gun_SniperCrossbow_C2_SNG_Desc"	"暫時獲得錦標賽冠軍獎|改變槍的外觀為$targetDef$，自定義項目無法進行交易，一個品項只能應用一個項目"
"Skin_CarPart_Gun_SniperCrossbow_C2_SNG_Name"	"CK Swarm女王"
"Special_offer_1_Desc"	"對於那些在荒地上爭取榮耀的人來說，這是一個很好的選擇。 將允許您租用工作台並從市場上的其他倖存者那裡購買稀有設備。 內容：||- 獎勵：購買25％金幣|- 禮物：工程師標誌7天||在荒地中實現榮耀！"
"Special_offer_1_Name"	"一次性優惠"
"Special_offer_2_Desc"	"對於在荒地尋求榮耀的人來說，這是一個很好的選擇，將允許你租用工作台，並從市場上的其他倖存者那裡購買稀有裝備。內容：||- 獎勵：購買+ 50％金幣|- 禮物：工程師旗職7天||在荒地中實現榮耀！"
"Special_offer_2_Name"	"一次性優惠！"
"Special_offer_3_Desc"	"對於在荒地尋求榮耀的人來說，這是一個很好的選擇，將允許你租用工作台，並從市場上的其他倖存者那裡購買稀有裝備，內容：||- 購買35％的折扣|- 獎金：工程師旗職7天||在荒地中實現榮耀！"
"Special_offer_3_Name"	"一次性優惠"
"SPECTATOR_BRAWL_MBP_MSG"	"回到車庫，你不會有任何損失"
"Starter_bundle_Desc"	"獨有裝甲車：心靈者|武器：3個中型機槍|獨有座艙：\"翼龍\"座艙|稀有引擎：輕型引擎|獨有頭像：瑪克辛|獨有貼紙：熱情之火|獨有噴漆：暗光|戰車部件上限提升到55|650金幣"
"Starter_bundle_Name"	"\"靈魂之火\"戰場增援包"
"starter_bundle_Vehicle_Desc"	"獨自一個人在廢土世界是非常可怕的，尤其是晚上會變得更糟。這就是為什麼倖存者如此喜愛裝甲車，在一個大盒子中你會有安全感。\"心靈者\"一直跟隨瑪克辛，並在讓她在廢土世界中的黑暗中保證安全，在這段時間裡，能夠快速移動的裝甲車經常讓她逃離掠奪者的子彈，或是更糟的狀況。"
"starter_bundle_Vehicle_Name"	"心靈者"
"Starter_bundle_womoney_Desc"	"獨有裝甲車：心靈者|武器：3個中型機槍|獨有座艙：\"翼龍\"座艙|稀有引擎：輕型引擎|獨有頭像：瑪克辛|獨有貼紙：熱情之火|獨有噴漆：暗光|戰車部件上限提升到55"
"Starter_bundle_womoney_Name"	"\"靈魂之火\"戰場增援包"
"Starter_pack_thai_Name"	"\"狡猾猴\"金幣包"
"STEAM_AUTHORIZATION_USED"	"你正在使用Steam身份驗證及其帳戶安全措施。"
"TCWnd_HoldText"	"按住選擇按鍵$name$"
"TCWnd_HoldText_right"	"按住油門選擇控制速度"
"terms_of_use_text_1"	"您可以通過以下鏈接查看更新後的使用條款： $url href=\"https://crossout.net/en/support/termsofuse/#/\" text=\"crossout.net/en/support/termsofuse\"$"
"test_reward_Vehicle_Desc"	"一輛快速而敏捷的汽車，能夠迅速突破，並且迅速撤退，但是耐用性還有很多不足之處"
"tips_battle_basic_help_desc"	"幫助你的隊友 - 你會得到積分，並且拉進最後勝利的距離"
"tips_battle_basic_minscore_desc"	"必須獲得最低分數，才能在戰鬥後獲得獎勵"
"tips_constructor_basic_1_desc"	"試驗武器放置，可以試著用裝甲蓋住你的槍或將它們藏在意想不到的地方"
"tips_constructor_basic_2_desc"	"如果你摧毀了一個結構部件，所有裝載在上面的東西也將會掉落，特別留意"
"tips_constructor_basic_3_desc"	"如果你將武器放在座艙上，你可以降低它掉落的風險"
"tips_constructor_basic_4_desc"	"通過安裝結構部件可以增加車輛的耐久度"
"tips_constructor_basic_5_desc"	"車體座艙和輪胎類部件只能安裝在框架上"
"tips_controls_change_consoles_desc"	"您可以在主選單中切換控制模式，多嘗試幾種選擇，你一定會找到最適合你的方式"
"tips_controls_change_pc_desc"	"綁定按鍵可以在主選單中重新設定，你還可以添加未默認綁定的按鍵"
"tips_controls_handbreak_basic_desc"	"按下@ffff9900$key$@ffffffff來完成手動刹車或漂移"
"tips_controls_handbreak_strafe_desc"	"如果安裝了懸浮器或機械腿部，請按住@ffff9900$key$@ffffffff可以原地轉動"
